	station_id	station_name	latitude	longitude	station_name	ObsRems	original_latitude	original_longitude
158	0-20000-0-68220	KHUTSE	-23.67	24.17	KHUTSE	Surface land meteorological station (SYNOP), GOS	23 40 00S	024 10 00E
159	0-20000-0-68151	LEPHEPE	-23.36	25.85	LEPHEPE	Surface land meteorological station (SYNOP), GOS	23 21 52S	025 50 51E
160	0-20000-0-68040	LETLHAKANE	-21.42	25.6	LETLHAKANE	Surface land meteorological station (SYNOP), GOS, RBSN(ST)	21 25 00S	025 36 00E
161	0-20000-0-68028	MABABE	-19.02	23.97	MABABE	Surface land meteorological station (SYNOP), GOS	19 01 05S	023 58 12E
162	0-20000-0-68148	MAHALAPYE	-23.08	26.8	MAHALAPYE	Surface land meteorological station (SYNOP), GOS, RBSN(S)	23 05 00S	026 48 00E
163	0-20000-0-68037	MAITENGWE	-20.13	27.22	MAITENGWE	Surface land meteorological station (SYNOP), GOS	20 07 31S	027 13 12E
164	0-20000-0-68032	MAUN	-19.98	23.42	MAUN	Climatological station, Surface land meteorological station (SYNOP), GSN, RBCN, RBSN(ST), GOS, CLIMAT(C)	19 59 00S	023 25 00E
165	0-20000-0-68031	MOREMI	-19.33	23.42	MOREMI	Surface land meteorological station (SYNOP), GOS	19 20 00S	023 25 00E
166	0-20000-0-68228	MOTOKWE	-24.06	23.3	MOTOKWE	Surface land meteorological station (SYNOP), GOS	24 03 40S	023 17 51E
167	0-20000-0-68140	NCOJANE	-23.13	20.27	NCOJANE	Surface land meteorological station (SYNOP), GOS	23 07 32S	020 16 19E
168	0-20000-0-68218	NGWATLE	-23.71	21.08	NGWATLE	Surface land meteorological station (SYNOP), GOS	23 42 44S	021 04 47E
169	0-20000-0-68030	PANDAMATENGA	-18.53	25.63	PANDAMATENGA	Surface land meteorological station (SYNOP), RBSN(S), GOS	18 32 00S	025 38 00E
170	0-20000-0-68070	SELEBI-PHIKWE	-22.05	27.82	SELEBI-PHIKWE	Surface land meteorological station (SYNOP), GOS, RBSN(S)	22 03 00S	027 49 00E
171	0-20000-0-68240	SERETSE KHAMA INTERNATIONAL AIRPORT	-24.55	25.92	SERETSE KHAMA INTERNATIONAL AIRPORT	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(ST), GOS	24 33 00S	025 55 00E
172	0-20000-0-68086	SEROWE	-22.41	26.72	SEROWE	Surface land meteorological station (SYNOP), GOS	22 24 48S	026 42 55E
173	0-20000-0-68026	SHAKAWE	-18.37	21.85	SHAKAWE	Surface land meteorological station (SYNOP), RBSN(S), GOS	18 22 00S	021 51 00E
174	0-20000-0-68038	SUA-PAN	-20.55	26.08	SUA-PAN	Surface land meteorological station (SYNOP), GOS, RBSN(S)	20 32 50S	026 04 42E
175	0-20000-0-68328	TSABONG	-26.05	22.45	TSABONG	Surface land meteorological station (SYNOP), GOS, RBSN(ST)	26 03 00S	022 27 00E
176	0-20000-0-68226	TSHANE	-24.02	21.88	TSHANE	Surface land meteorological station (SYNOP), GOS, RBSN(S)	24 01 00S	021 53 00E
177	0-20000-0-68027	TUBU	-19.36	22.28	TUBU	Surface land meteorological station (SYNOP), GOS	19 21 28S	022 17 02E
178	0-20000-0-68326	VAALHOEK	-26.87	20.71	VAALHOEK	Surface land meteorological station (SYNOP), GOS	26 52 02S	020 42 34E
179	0-20000-0-68320	WERDA	-25.27	23.25	WERDA	Surface land meteorological station (SYNOP), RBSN(S), GOS	25 16 00S	023 15 00E
180	0-20000-0-68084	XADE	-22.34	23.03	XADE	Surface land meteorological station (SYNOP), GOS	22 20 38S	023 01 53E
181	0-20000-0-65510	BOBO-DIOULASSO	11.17	-4.3	BOBO-DIOULASSO	Climatological station, Surface land meteorological station (SYNOP), RBCN, CLIMAT(C), RBSN(S), GOS	11 10 00N	004 18 00W
182	0-20000-0-65504	BOGANDE	12.98	-0.13	BOGANDE	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), CLIMAT(C), GOS	12 58 48N	000 07 48W
183	0-20000-0-65516	BOROMO	11.73	-2.92	BOROMO	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS, RBSN(S), GSN	11 44 00N	002 55 00W
184	0-20000-0-65505	DEDOUGOU	12.47	-3.48	DEDOUGOU	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS, CLIMAT(C)	12 28 00N	003 29 00W
185	0-20000-0-65501	DORI	14.03	-0.03	DORI	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GSN, CLIMAT(C), RBCN, GOS	14 02 00N	000 02 00W
186	0-20000-0-65507	FADA N'GOURMA	12.07	0.35	FADA N'GOURMA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(S), RBCN	12 04 00N	000 21 00E
187	0-20000-0-65522	GAOUA	10.33	-3.18	GAOUA	Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS	10 20 00N	003 11 00W
188	0-20000-0-65523	MANGODARA	9.9	-4.35	MANGODARA	Surface land meteorological station (SYNOP), GOS	09 54 00N	004 21 00W
189	0-20000-0-65500	MARKOYE	14.63	-0.07	MARKOYE	Surface land meteorological station (SYNOP), GOS	14 38 00N	000 04 00W
190	0-20000-0-65503	OUAGADOUGOU	12.35	-1.52	OUAGADOUGOU	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(SP), GOS	12 21 00N	001 31 00W
191	0-20000-0-65502	OUAHIGOUYA	13.58	-2.43	OUAHIGOUYA	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C), RBCN	13 35 00N	002 26 00W
192	0-20000-0-65518	PO	11.17	-1.15	PO	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C), RBCN	11 10 00N	001 09 00W
193	0-20000-0-64390	BUJUMBURA	-3.32	29.32	BUJUMBURA	Automatic weather station (AWS), Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C), RBCN	03 19 00S	029 19 00E
194	0-108-0-64391	GITEGA-BURUNDI	-3.42	29.92	GITEGA-BURUNDI	GOS	03 25 24S	029 55 24E
195	0-20000-0-64397	MUYINGA	-2.83	30.33	MUYINGA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, GSN	02 50 00S	030 20 00E
196	0-20000-0-08583	MINDELO	16.83	-25.05	MINDELO	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GSN, CLIMAT(C), RBCN, GOS	16 50 01N	025 03 17W
197	0-20000-0-08589	PRAIA	14.94	-23.48	PRAIA	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS, RBCN	14 56 28N	023 29 05W
198	0-20000-0-08594	SAL	16.74	-22.95	SAL	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(ST), RBCN	16 44 31N	022 56 56W
199	0-20000-0-64960	ABONG-MBANG	3.97	13.2	ABONG-MBANG	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS	03 58 00N	013 12 00E
200	0-20000-0-64920	BAFIA	4.73	11.25	BAFIA	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS	04 44 00N	011 15 00E
201	0-20000-0-64892	BAMENDA	6.05	10.12	BAMENDA	Surface land meteorological station (SYNOP), GOS	06 03 00N	010 07 00E
202	0-20000-0-64880	BANYO	6.78	11.82	BANYO	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, RBSN(S)	06 47 00N	011 49 00E
203	0-20000-0-64931	BATOURI	4.47	14.37	BATOURI	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	04 28 00N	014 22 00E
204	0-20000-0-64930	BERTOUA	4.6	13.73	BERTOUA	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, RBSN(S)	04 36 00N	013 44 00E
205	0-20000-0-64901	BETARE-OYA	5.6	14.07	BETARE-OYA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN	05 36 00N	014 04 00E
206	0-20000-0-64910	DOUALA OBS.	4.0	9.73	DOUALA OBS.	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS, RBCN	04 00 00N	009 44 00E
207	0-20001-0-64910	DOUALA R.S.	4.02	9.7	DOUALA R.S.	Upper-air / Radiosonde station, GUAN, RBSN(T), GOS	04 01 00N	009 42 00E
208	0-20000-0-64860	GAROUA	9.33	13.38	GAROUA	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, RBSN(S), CLIMAT(C)	09 20 00N	013 23 00E
209	0-20000-0-64893	KOUNDJA	5.65	10.75	KOUNDJA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C), RBSN(S)	05 39 00N	010 45 00E
210	0-20000-0-64971	KRIBI	2.95	9.9	KRIBI	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(S), GOS	02 57 00N	009 54 00E
211	0-20000-0-64961	LOMIE	3.15	13.62	LOMIE	Surface land meteorological station (SYNOP), GOS, RBSN(S)	03 09 00N	013 37 00E
212	0-20000-0-64890	MAMFE	5.72	9.28	MAMFE	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS, RBCN	05 43 00N	009 17 00E
213	0-20000-0-64851	MAROUA-SALAK	10.45	14.25	MAROUA-SALAK	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS, RBCN	10 27 00N	014 15 00E
214	0-20000-0-64882	MEIGANGA	6.53	14.37	MEIGANGA	Surface land meteorological station (SYNOP), GOS	06 32 00N	014 22 00E
215	0-20000-0-64870	NGAOUNDERE	7.35	13.57	NGAOUNDERE	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, GSN, CLIMAT(C), RBSN(SP)	07 21 00N	013 34 00E
216	0-20000-0-64911	NKONGSAMBA	4.95	9.93	NKONGSAMBA	Surface land meteorological station (SYNOP), GOS	04 57 00N	009 56 00E
217	0-20000-0-64950	YAOUNDE	3.83	11.52	YAOUNDE	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS, CLIMAT(C)	03 50 00N	011 31 00E
218	0-20000-0-64900	YOKO	5.55	12.37	YOKO	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS, RBSN(S)	05 33 00N	012 22 00E
219	0-20000-0-64662	ALINDAO	5.05	21.2	ALINDAO	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	05 03 00N	021 12 00E
220	0-20000-0-64660	BAMBARI	5.85	20.65	BAMBARI	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	05 51 00N	020 39 00E
221	0-20000-0-64656	BANGASSOU	4.73	22.83	BANGASSOU	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C), RBCN	04 44 00N	022 50 00E
222	0-20000-0-64650	BANGUI	4.4	18.52	BANGUI	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(ST), RBCN, GOS	04 24 00N	018 31 00E
223	0-20000-0-64600	BERBERATI	4.25	15.8	BERBERATI	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	04 15 00N	015 48 00E
224	0-20000-0-64658	BIRAO	10.28	22.78	BIRAO	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	10 17 00N	022 47 00E
225	0-20000-0-64610	BOSSANGOA	6.48	17.43	BOSSANGOA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	06 29 00N	017 26 00E
226	0-20000-0-64605	BOSSEMBELE	5.27	17.63	BOSSEMBELE	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS, CLIMAT(C)	05 16 00N	017 38 00E
227	0-20000-0-64601	BOUAR	5.97	15.63	BOUAR	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(S), RBCN	05 58 00N	015 38 00E
228	0-20000-0-64655	BRIA	6.53	21.98	BRIA	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), CLIMAT(C), GOS	06 32 00N	021 59 00E
229	0-20000-0-64665	MOBAYE	4.32	21.18	MOBAYE	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS, RBCN	04 19 00N	021 11 00E
230	0-20000-0-64654	N'DELE	8.4	20.65	N'DELE	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS, RBCN	08 24 00N	020 39 00E
231	0-20000-0-64659	OBO	5.4	26.5	OBO	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C), RBSN(S)	05 24 00N	026 30 00E
232	0-20000-0-64661	YALINGA	6.5	23.27	YALINGA	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS, RBCN	06 30 00N	023 16 00E
233	0-20000-0-64756	ABECHE	13.85	20.85	ABECHE	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), RBCN, GOS	13 51 00N	020 51 00E
234	0-20000-0-64754	AM-TIMAN	11.03	20.28	AM-TIMAN	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C), GSN, RBCN	11 02 00N	020 17 00E
235	0-20000-0-64751	ATI	13.22	18.32	ATI	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, CLIMAT(C), GSN, GOS	13 13 00N	018 19 00E
236	0-20000-0-64708	BOKORO	12.38	17.05	BOKORO	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	12 23 00N	017 03 00E
237	0-20000-0-64702	BOL-BERIM	13.43	14.73	BOL-BERIM	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS	13 26 00N	014 44 00E
238	0-20000-0-64705	BOUSSO	10.48	16.72	BOUSSO	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS, RBCN	10 29 00N	016 43 00E
239	0-20000-0-64757	FADA	17.17	21.55	FADA	Surface land meteorological station (SYNOP), GOS	17 10 00N	021 33 00E
240	0-20000-0-64753	FAYA	18.0	19.17	FAYA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), GSN, CLIMAT(C)	18 00 00N	019 10 00E
241	0-20000-0-64755	GOZ-BEIDA	12.23	21.42	GOZ-BEIDA	Surface land meteorological station (SYNOP), GOS	12 14 00N	021 25 00E
242	0-20000-0-64701	MAO	14.12	15.32	MAO	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), RBCN, GOS	14 07 00N	015 19 00E
243	0-20000-0-64758	MONGO	12.18	18.68	MONGO	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C), RBSN(S)	12 11 00N	018 41 00E
244	0-20000-0-64706	MOUNDOU	8.57	16.07	MOUNDOU	Climatological station, Surface land meteorological station (SYNOP), GOS, GSN, CLIMAT(C), RBCN, RBSN(S)	08 34 00N	016 04 00E
245	0-20000-0-64707	MOUSSORO	13.65	16.5	MOUSSORO	Surface land meteorological station (SYNOP), GOS	13 39 00N	016 30 00E
246	0-20000-0-64700	NDJAMENA	12.13	15.03	NDJAMENA	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), GSN, RBCN, RBSN(SP)	12 08 00N	015 02 00E
247	0-20000-0-64709	PALA	9.37	14.97	PALA	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C), RBSN(S)	09 22 00N	014 58 00E
248	0-20000-0-64750	SARH	9.15	18.38	SARH	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(ST), CLIMAT(C)	09 09 00N	018 23 00E
249	0-20000-0-67002	HAHAYA INT. AIRPORT	-11.53	43.27	HAHAYA INT. AIRPORT	Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(S)	11 32 00S	043 16 00E
250	0-20000-0-67001	MORONI AIRPORT (GRANDE-COMORE)	-11.7	43.23	MORONI AIRPORT (GRANDE-COMORE)	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	11 42 00S	043 14 00E
251	0-20000-0-67004	OUANI (ANJOUAN)	-12.12	44.43	OUANI (ANJOUAN)	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	12 07 00S	044 26 00E
252	0-20000-0-64450	BRAZZAVILLE /MAYA-MAYA	-4.25	15.25	BRAZZAVILLE /MAYA-MAYA	Automatic weather station (AWS), Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBON-Pilot Project, RBSN(SP), CLIMAT(C)	04 15 00S	015 15 00E
253	0-178-0-64409	CAMAM	-4.78	11.83	CAMAM	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBCN, GO-SHIP, GOS	04 46 59S	011 49 59E
254	0-20000-0-64453	DJAMBALA	-2.53	14.77	DJAMBALA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	02 32 00S	014 46 00E
255	0-20000-0-64401	DOLISIE	-4.2	12.7	DOLISIE	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBON-Pilot Project, RBSN(S), GOS, CLIMAT(C)	04 12 00S	012 42 00E
256	0-20000-0-64463	EWO	-0.88	14.8	EWO	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	00 52 59S	014 48 00E
257	0-20000-0-64454	GAMBOMA	-1.9	15.85	GAMBOMA	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	01 54 00S	015 51 00E
258	0-20000-0-64459	IMPFONDO	1.62	18.07	IMPFONDO	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, GSN, CLIMAT(C), RBON-Pilot Project, RBSN(S)	01 37 00N	018 04 00E
259	0-20000-0-64462	KELLE	0.08	14.53	KELLE	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	00 04 59N	014 31 59E
260	0-20000-0-64403	MAKABANA	-3.48	12.62	MAKABANA	Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(S)	03 29 00S	012 37 00E
261	0-20000-0-64456	MAKOUA	-0.02	15.65	MAKOUA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS, RBSN(S)	00 01 00S	015 39 00E
262	0-20000-0-64402	MOUYONDZI	-4.0	13.95	MOUYONDZI	Surface land meteorological station (SYNOP), RBON-Pilot Project, GOS, CLIMAT(C)	04 00 00S	013 57 00E
263	0-20000-0-64452	M'POUYA	-2.62	16.22	M'POUYA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S)	02 37 00S	016 13 00E
264	0-178-0-64406	N'KAYI	-4.22	13.29	N'KAYI	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	04 13 20S	013 17 15E
265	0-178-0-64461	OLLOMBO	-1.23	15.91	OLLOMBO	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBON-Pilot Project, GOS, RBSN(SP)	01 13 36S	015 54 36E
266	0-20000-0-64458	OUESSO	1.62	16.05	OUESSO	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBON-Pilot Project, RBCN, GOS, RBSN(S), CLIMAT(C)	01 37 00N	016 03 00E
267	0-20000-0-64400	POINTE-NOIRE	-4.8	11.88	POINTE-NOIRE	Automatic weather station (AWS), Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(P), RBSN(ST), RBCN, RBON-Pilot Project, GOS	04 48 16S	011 52 54E
268	0-20000-0-64405	SIBITI	-3.68	13.35	SIBITI	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	03 41 00S	013 21 00E
269	0-20000-0-64460	SOUANKE	2.07	14.03	SOUANKE	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(S), RBCN	02 04 00N	014 02 00E
270	0-20000-0-64056	BAFWASENDE	1.08	27.13	BAFWASENDE	Surface land meteorological station (SYNOP), GOS	01 05 00N	027 08 00E
271	0-20000-0-64108	BANDUNDU	-3.3	17.35	BANDUNDU	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, RBCN	03 18 00S	017 21 00E
272	0-20000-0-64008	BASANKUSU	1.22	19.8	BASANKUSU	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S)	01 13 00N	019 48 00E
273	0-20000-0-64018	BASOKO	1.25	23.6	BASOKO	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, RBSN(S)	01 15 00N	023 36 00E
274	0-20000-0-64126	BOENDE	-0.22	20.85	BOENDE	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, GOS, CLIMAT(C)	00 13 00S	020 51 00E
275	0-20000-0-64204	BOMA	-5.85	13.1	BOMA	Surface land meteorological station (SYNOP), GOS	05 51 00S	013 06 00E
276	0-20000-0-64021	BONDO	3.8	23.82	BONDO	Surface land meteorological station (SYNOP), GOS	03 48 00N	023 49 00E
277	0-20000-0-64180	BUKAVU	-2.52	28.85	BUKAVU	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(S), RBCN	02 31 00S	028 51 00E
278	0-20000-0-64016	BUMBA	2.18	22.55	BUMBA	Surface land meteorological station (SYNOP), GOS	02 11 00N	022 33 00E
279	0-20000-0-64076	BUNIA	1.5	30.22	BUNIA	Climatological station, Surface land meteorological station (SYNOP), RBCN, CLIMAT(C), GOS, RBSN(S)	01 30 00N	030 13 00E
280	0-20000-0-64077	BUNIA-RUAMPARA	1.57	30.22	BUNIA-RUAMPARA	Surface land meteorological station (SYNOP), GOS	01 34 00N	030 13 00E
281	0-20000-0-64034	BUTA	2.78	24.78	BUTA	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	02 47 00N	024 47 00E
282	0-20000-0-64072	BUTEMBO	0.13	29.27	BUTEMBO	Surface land meteorological station (SYNOP), GOS	00 08 00N	029 16 00E
283	0-20000-0-64301	DILOLO	-10.68	22.33	DILOLO	Surface land meteorological station (SYNOP), GOS	10 41 00S	022 20 00E
284	0-20000-0-64006	GEMENA	3.28	19.78	GEMENA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), RBCN, GOS	03 17 00N	019 47 00E
285	0-20000-0-64184	GOMA	-1.68	29.23	GOMA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S)	01 41 00S	029 14 00E
286	0-20000-0-64224	ILEBO	-4.33	20.58	ILEBO	Surface land meteorological station (SYNOP), GOS	04 20 00S	020 35 00E
287	0-20000-0-64206	INGA (64206-0)	-5.52	13.58	INGA (64206-0)	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S)	05 31 00S	013 35 00E
288	0-20000-0-64115	INONGO	-1.97	18.27	INONGO	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(S), GOS	01 58 00S	018 16 00E
289	0-20000-0-64062	ISIRO	2.77	27.65	ISIRO	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	02 46 00N	027 39 00E
290	0-20000-0-64285	KALEMIE	-5.88	29.18	KALEMIE	Climatological station, Surface land meteorological station (SYNOP), RBCN, CLIMAT(C), GOS, RBSN(S)	05 53 00S	029 11 00E
291	0-20000-0-64156	KALIMA	-2.6	26.55	KALIMA	Surface land meteorological station (SYNOP), GOS	02 36 00S	026 33 00E
292	0-20000-0-64315	KAMINA/BASE	-8.63	25.25	KAMINA/BASE	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), RBCN	08 38 00S	025 15 00E
293	0-20000-0-64235	KANANGA	-5.88	22.42	KANANGA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(ST), RBCN	05 53 00S	022 25 00E
294	0-20000-0-64264	KASONGO	-4.52	26.58	KASONGO	Surface land meteorological station (SYNOP), GOS	04 31 00S	026 35 00E
295	0-20000-0-64217	KENGE	-4.92	17.07	KENGE	Surface land meteorological station (SYNOP), GOS	04 55 00S	017 04 00E
296	0-20000-0-64222	KIKWIT	-5.03	18.8	KIKWIT	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(S), GOS	05 02 00S	018 48 00E
297	0-20000-0-64155	KINDU	-2.95	25.92	KINDU	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS, CLIMAT(C)	02 57 00S	025 55 00E
298	0-20000-0-64220	KINSHASA/BINZA	-4.37	15.25	KINSHASA/BINZA	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS	04 22 00S	015 15 00E
