	station_id	station_name	latitude	longitude	station_name	ObsRems	original_latitude	original_longitude
8268	0-20000-0-95570	GRAFTON AIRPORT AWS	-29.76	153.03	GRAFTON AIRPORT AWS	Surface land meteorological station (SYNOP), GOS	29 45 30S	153 01 47E
8269	0-20000-0-94571	GRAFTON OLYMPIC POOL	-29.68	152.93	GRAFTON OLYMPIC POOL	Surface land meteorological station (SYNOP), GOS	29 40 56S	152 55 40E
8270	0-20000-0-95571	GRAFTON RESEARCH STN	-29.62	152.96	GRAFTON RESEARCH STN	Precipitation station, Surface land meteorological station (SYNOP), Weather radar, WRO, GOS	29 37 21S	152 57 38E
8271	0-20000-0-94934	GREEN CAPE AWS	-37.26	150.05	GREEN CAPE AWS	Surface land meteorological station (SYNOP), GOS	37 15 44S	150 03 01E
8272	0-20000-0-94725	GRENFELL (MANGANESE RD)	-33.89	148.15	GRENFELL (MANGANESE RD)	Surface land meteorological station (SYNOP), GOS	33 53 36S	148 09 08E
8273	0-20000-0-95704	GRIFFITH AIRPORT AWS	-34.25	146.07	GRIFFITH AIRPORT AWS	Surface land meteorological station (SYNOP), GOS	34 14 55S	146 04 10E
8274	0-20000-0-94153	GROOTE EYLANDT AIRPORT AWS	-13.97	136.46	GROOTE EYLANDT AIRPORT AWS	Surface land meteorological station (SYNOP), GOS	13 58 29S	136 27 47E
8275	0-20000-0-95977	GROVE (RESEARCH STATION)	-42.99	147.07	GROVE (RESEARCH STATION)	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C)	42 59 09S	147 04 27E
8276	0-20000-0-94732	GULGONG POST OFFICE	-32.36	149.53	GULGONG POST OFFICE	Surface land meteorological station (SYNOP), GOS	32 21 48S	149 31 58E
8277	0-20000-0-94890	GUNDAGAI (NANGUS RD)	-35.05	148.11	GUNDAGAI (NANGUS RD)	Surface land meteorological station (SYNOP), GOS	35 02 52S	148 06 27E
8278	0-20000-0-95740	GUNNEDAH AIRPORT AWS	-30.95	150.25	GUNNEDAH AIRPORT AWS	Surface land meteorological station (SYNOP), GOS	30 57 13S	150 14 58E
8279	0-20000-0-94740	GUNNEDAH RESOURCE CENTRE	-31.03	150.27	GUNNEDAH RESOURCE CENTRE	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN	31 01 34S	150 16 07E
8280	0-20000-0-94772	GUYRA HOSPITAL	-30.21	151.68	GUYRA HOSPITAL	Surface land meteorological station (SYNOP), GOS	30 12 45S	151 40 43E
8281	0-20000-0-94566	GYMPIE	-26.18	152.64	GYMPIE	Surface land meteorological station (SYNOP), GOS	26 10 59S	152 38 29E
8282	0-20000-0-94212	HALLS CREEK AIRPORT	-18.23	127.66	HALLS CREEK AIRPORT	Climatological station, Precipitation station, Surface land meteorological station (SYNOP), Weather radar, CLIMAT(C), RBCN, GOS, GSN, WRO, RBSN(SP)	18 13 45S	127 39 49E
8283	0-20000-0-94829	HAMILTON AIRPORT	-37.65	142.06	HAMILTON AIRPORT	Surface land meteorological station (SYNOP), GOS	37 38 55S	142 03 49E
8284	0-20000-0-94368	HAMILTON ISLAND AIRPORT	-20.37	148.95	HAMILTON ISLAND AIRPORT	Surface land meteorological station (SYNOP), GOS	20 21 57S	148 57 13E
8285	0-20000-0-94977	HARTZ MOUNTAINS (KEOGHS PIMPLE)	-43.2	146.77	HARTZ MOUNTAINS (KEOGHS PIMPLE)	Surface land meteorological station (SYNOP), GOS	43 12 02S	146 46 06E
8286	0-20000-0-95643	HARVEY	-33.08	115.88	HARVEY	Surface land meteorological station (SYNOP), GOS	33 04 44S	115 52 50E
8287	0-20000-0-94673	HAWKER	-31.88	138.44	HAWKER	Surface land meteorological station (SYNOP), GOS	31 53 05S	138 26 06E
8288	0-20000-0-94702	HAY AIRPORT AWS	-34.54	144.83	HAY AIRPORT AWS	Surface land meteorological station (SYNOP), GOS	34 32 28S	144 50 04E
8289	0-20000-0-94698	HAY (MILLER STREET)	-34.52	144.85	HAY (MILLER STREET)	Surface land meteorological station (SYNOP), GOS	34 31 10S	144 51 16E
8290	0-20000-0-95997	HEARD ISLAND (ATLAS COVE)	-53.02	73.39	HEARD ISLAND (ATLAS COVE)	Surface land meteorological station (SYNOP), ANTON, GOS	53 01 08S	073 23 30E
8291	0-20000-0-94997	HEARD ISLAND (THE SPIT)	-53.11	73.72	HEARD ISLAND (THE SPIT)	Surface land meteorological station (SYNOP), ANTON, GOS, RBSN(S)	53 06 30S	073 43 21E
8292	0-20000-0-94386	HERON ISLAND RES STN	-23.44	151.91	HERON ISLAND RES STN	Surface land meteorological station (SYNOP), GOS	23 26 32S	151 54 47E
8293	0-20000-0-95565	HERVEY BAY AIRPORT	-25.32	152.88	HERVEY BAY AIRPORT	Surface land meteorological station (SYNOP), GOS	25 19 19S	152 52 54E
8294	0-20000-0-94700	HILLSTON AIRPORT	-33.49	145.53	HILLSTON AIRPORT	Surface land meteorological station (SYNOP), GOS	33 29 29S	145 31 30E
8295	0-20000-0-94677	HINDMARSH ISLAND AWS	-35.52	138.82	HINDMARSH ISLAND AWS	Surface land meteorological station (SYNOP), GOS	35 31 10S	138 49 04E
8296	0-20000-0-94975	HOBART AIRPORT	-42.83	147.5	HOBART AIRPORT	Climatological station, Precipitation station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), Weather radar, RBSN(ST), GUAN, CLIMAT(C), GOS, WRO, RBCN	42 50 02S	147 30 12E
8297	0-20000-0-94970	HOBART (ELLERSLIE ROAD)	-42.89	147.33	HOBART (ELLERSLIE ROAD)	Climatological station, Surface land meteorological station (SYNOP), Centennial Observing Stations, RBCN, GOS, CLIMAT(C)	42 53 23S	147 19 40E
8298	0-20000-0-94949	HOGAN ISLAND	-39.22	146.98	HOGAN ISLAND	Surface land meteorological station (SYNOP), GOS	39 13 21S	146 59 03E
8299	0-20000-0-94289	HOLMES REEF	-16.47	147.87	HOLMES REEF	Surface land meteorological station (SYNOP), GOS	16 28 06S	147 52 24E
8300	0-20000-0-95761	HOLSWORTHY AERODROME AWS	-33.99	150.95	HOLSWORTHY AERODROME AWS	Surface land meteorological station (SYNOP), GOS	33 59 30S	150 56 54E
8301	0-20000-0-94762	HOLSWORTHY CONTROL RANGE	-33.98	150.93	HOLSWORTHY CONTROL RANGE	Surface land meteorological station (SYNOP), GOS	33 58 46S	150 55 31E
8302	0-20000-0-94838	HOPETOUN AIRPORT	-35.72	142.36	HOPETOUN AIRPORT	Surface land meteorological station (SYNOP), GOS	35 42 54S	142 21 25E
8303	0-20000-0-95635	HOPETOUN NORTH	-33.93	120.13	HOPETOUN NORTH	Surface land meteorological station (SYNOP), GOS	33 55 50S	120 07 42E
8304	0-20000-0-94174	HORN ISLAND	-10.58	142.29	HORN ISLAND	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C)	10 35 04S	142 17 24E
8305	0-20000-0-95839	HORSHAM AERODROME	-36.67	142.17	HORSHAM AERODROME	Surface land meteorological station (SYNOP), RBSN(S), GOS	36 40 11S	142 10 23E
8306	0-20000-0-94760	HORSLEY PARK EQUESTRIAN CENTRE	-33.85	150.86	HORSLEY PARK EQUESTRIAN CENTRE	Surface land meteorological station (SYNOP), GOS	33 51 04S	150 51 24E
8307	0-20000-0-94343	HUGHENDEN AIRPORT	-20.82	144.23	HUGHENDEN AIRPORT	Surface land meteorological station (SYNOP), GOS	20 49 09S	144 14 00E
8308	0-20000-0-94901	HUME RESERVOIR	-36.1	147.03	HUME RESERVOIR	Surface land meteorological station (SYNOP), GOS	36 06 14S	147 01 58E
8309	0-20000-0-94878	HUNTERS HILL	-36.21	147.54	HUNTERS HILL	Surface land meteorological station (SYNOP), GOS	36 12 49S	147 32 22E
8310	0-20000-0-95627	HYDEN	-32.44	118.9	HYDEN	Surface land meteorological station (SYNOP), GOS	32 26 31S	118 53 54E
8311	0-20000-0-95291	INGHAM COMPOSITE	-18.65	146.18	INGHAM COMPOSITE	Surface land meteorological station (SYNOP), GOS	18 38 58S	146 10 37E
8312	0-20000-0-95573	INGLEVOOD FOREST	-28.34	150.94	INGLEVOOD FOREST	Surface land meteorological station (SYNOP), GOS	28 20 34S	150 56 11E
8313	0-20000-0-94511	INJUNE POST OFFICE	-25.84	148.57	INJUNE POST OFFICE	Surface land meteorological station (SYNOP), GOS	25 50 34S	148 34 01E
8314	0-20000-0-94291	INNISFAIL	-17.52	146.03	INNISFAIL	Surface land meteorological station (SYNOP), GOS	17 31 30S	146 02 04E
8315	0-20000-0-95541	INVERELL (RAGLAN ST)	-29.78	151.11	INVERELL (RAGLAN ST)	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, GSN	29 46 47S	151 06 44E
8316	0-20000-0-94541	INVERELL RESEARCH CENTRE	-29.78	151.08	INVERELL RESEARCH CENTRE	Surface land meteorological station (SYNOP), GOS	29 46 31S	151 04 55E
8317	0-20000-0-94345	ISISFORD POST OFFICE	-24.26	144.44	ISISFORD POST OFFICE	Surface land meteorological station (SYNOP), GOS	24 15 33S	144 26 26E
8318	0-20000-0-95697	IVANHOE AERODROME AWS	-32.88	144.31	IVANHOE AERODROME AWS	Surface land meteorological station (SYNOP), RBSN(S), GOS	32 52 59S	144 18 32E
8319	0-20000-0-94137	JABIRU AIRPORT	-12.66	132.89	JABIRU AIRPORT	Surface land meteorological station (SYNOP), GOS	12 39 34S	132 53 38E
8320	0-20000-0-95636	JACUP	-33.89	119.11	JACUP	Surface land meteorological station (SYNOP), GOS	33 53 16S	119 06 33E
8321	0-20000-0-94609	JANDAKOT AERO	-32.1	115.88	JANDAKOT AERO	Surface land meteorological station (SYNOP), GOS	32 06 04S	115 52 46E
8322	0-20000-0-95623	JARRAHWOOD	-33.8	115.67	JARRAHWOOD	Surface land meteorological station (SYNOP), GOS	33 47 47S	115 39 57E
8323	0-20000-0-94739	JERRYS PLAINS POST OFFICE	-32.5	150.91	JERRYS PLAINS POST OFFICE	Surface land meteorological station (SYNOP), GOS	32 29 50S	150 54 33E
8324	0-20000-0-94327	JERVOIS	-22.95	136.14	JERVOIS	Surface land meteorological station (SYNOP), GOS, RBSN(S)	22 56 58S	136 08 39E
8325	0-20000-0-94557	JIMNA FORESTRY	-26.66	152.46	JIMNA FORESTRY	Surface land meteorological station (SYNOP), GOS	26 39 52S	152 27 38E
8326	0-20000-0-94337	JULIA CREEK AIRPORT	-20.67	141.72	JULIA CREEK AIRPORT	Surface land meteorological station (SYNOP), GOS	20 40 02S	141 43 17E
8327	0-20000-0-95600	JURIEN BAY	-30.31	115.03	JURIEN BAY	Surface land meteorological station (SYNOP), GOS	30 18 29S	115 01 52E
8328	0-20000-0-94685	KADINA AWS	-33.97	137.66	KADINA AWS	Surface land meteorological station (SYNOP), GOS	33 58 13S	137 39 46E
8329	0-20000-0-94401	KALBARRI	-27.71	114.17	KALBARRI	Surface land meteorological station (SYNOP), GOS	27 42 43S	114 09 54E
8330	0-20000-0-94637	KALGOORLIE-BOULDER AIRPORT	-30.78	121.45	KALGOORLIE-BOULDER AIRPORT	Climatological station, Precipitation station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), Weather radar, GSN, RBSN(ST), RBCN, GOS, WRO, CLIMAT(C)	30 47 05S	121 27 12E
8331	0-20000-0-94100	KALUMBURU	-14.3	126.65	KALUMBURU	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS, GSN	14 17 47S	126 38 43E
8332	0-20000-0-95827	KANAGULK	-37.12	141.8	KANAGULK	Surface land meteorological station (SYNOP), GOS	37 07 01S	141 48 11E
8333	0-20000-0-95614	KARNET	-32.44	116.07	KARNET	Surface land meteorological station (SYNOP), GOS	32 26 24S	116 04 28E
8334	0-20000-0-95813	KAROONDA	-35.09	139.9	KAROONDA	Surface land meteorological station (SYNOP), GOS	35 05 24S	139 53 50E
8335	0-20000-0-95307	KARRATHA AERO	-20.71	116.77	KARRATHA AERO	Surface land meteorological station (SYNOP), GOS	20 42 35S	116 46 27E
8336	0-20000-0-94641	KATANNING	-33.69	117.61	KATANNING	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C)	33 41 08S	117 36 23E
8337	0-20000-0-94132	KATHERINE COUNTRY CLUB	-14.47	132.26	KATHERINE COUNTRY CLUB	Surface land meteorological station (SYNOP), GOS	14 28 23S	132 15 43E
8338	0-20000-0-94744	KATOOMBA (MURRI ST)	-33.71	150.3	KATOOMBA (MURRI ST)	GOS	33 42 50S	150 17 43E
8339	0-20000-0-94816	KEITH	-36.1	140.36	KEITH	Surface land meteorological station (SYNOP), GOS	36 05 53S	140 21 20E
8340	0-20000-0-95603	KELLERBERRIN	-31.62	117.72	KELLERBERRIN	Surface land meteorological station (SYNOP), GOS	31 37 06S	117 43 18E
8341	0-20000-0-94785	KEMPSEY AIRPORT AWS	-31.07	152.77	KEMPSEY AIRPORT AWS	Surface land meteorological station (SYNOP), GOS	31 04 16S	152 46 18E
8342	0-20000-0-94788	KEMPSEY (WIDE STREET)	-31.08	152.82	KEMPSEY (WIDE STREET)	Surface land meteorological station (SYNOP), GOS	31 04 37S	152 49 25E
8343	0-20000-0-94675	KENT TOWN	-34.92	138.62	KENT TOWN	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN	34 55 16S	138 37 18E
8344	0-20000-0-94844	KERANG	-35.72	143.92	KERANG	Climatological station, GOS, RBCN, CLIMAT(C)	35 43 25S	143 55 11E
8345	0-20000-0-94919	KHANCOBAN AWS	-36.23	148.14	KHANCOBAN AWS	Surface land meteorological station (SYNOP), GOS	36 13 49S	148 08 26E
8346	0-20000-0-95749	KIAMA (BOMBO HEADLAND)	-34.65	150.86	KIAMA (BOMBO HEADLAND)	Surface land meteorological station (SYNOP), GOS	34 39 12S	150 51 39E
8347	0-20000-0-94860	KILMORE GAP	-37.38	144.97	KILMORE GAP	Surface land meteorological station (SYNOP), GOS	37 22 51S	144 57 55E
8348	0-20000-0-94668	KIMBA	-33.14	136.41	KIMBA	Surface land meteorological station (SYNOP), GOS	33 08 30S	136 24 45E
8349	0-20000-0-94549	KINGAROY AIRPORT	-26.57	151.84	KINGAROY AIRPORT	Surface land meteorological station (SYNOP), GOS	26 34 25S	151 50 23E
8350	0-20000-0-94850	KING ISLAND AIRPORT	-39.88	143.88	KING ISLAND AIRPORT	Surface land meteorological station (SYNOP), RBSN(S), GOS	39 52 48S	143 52 58E
8351	0-20000-0-95807	KINGSTONE AERO	-35.71	137.52	KINGSTONE AERO	Surface land meteorological station (SYNOP), GOS	35 42 41S	137 31 23E
8352	0-20000-0-94268	KOWANYAMA AIRPORT	-15.48	141.75	KOWANYAMA AIRPORT	Surface land meteorological station (SYNOP), GOS, RBSN(S)	15 28 54S	141 44 54E
8353	0-20000-0-94683	KUITPO FOREST RESERVE	-35.17	138.68	KUITPO FOREST RESERVE	Surface land meteorological station (SYNOP), GOS	35 10 16S	138 40 42E
8354	0-20000-0-94466	KULGERA	-25.84	133.3	KULGERA	Surface land meteorological station (SYNOP), GOS	25 50 34S	133 18 10E
8355	0-20000-0-94216	KUNUNURRA AERO	-15.78	128.71	KUNUNURRA AERO	Surface land meteorological station (SYNOP), RBSN(S), GOS	15 46 53S	128 42 36E
8356	0-20000-0-95756	KURNELL AWS	-34.0	151.21	KURNELL AWS	Surface land meteorological station (SYNOP), GOS	34 00 14S	151 12 40E
8357	0-20000-0-95833	KYABRAM DPI	-36.34	145.06	KYABRAM DPI	Surface land meteorological station (SYNOP), GOS	36 20 06S	145 03 50E
8358	0-20000-0-94657	KYANCUTTA	-33.13	135.56	KYANCUTTA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS	33 08 00S	135 33 19E
8359	0-20000-0-94388	LADY ELLIOT ISLAND	-24.11	152.72	LADY ELLIOT ISLAND	Surface land meteorological station (SYNOP), GOS, RBSN(S)	24 06 42S	152 42 58E
8360	0-20000-0-94231	LAJAMANU	-18.33	130.64	LAJAMANU	Surface land meteorological station (SYNOP), GOS	18 19 57S	130 38 09E
8361	0-20000-0-95707	LAKE CARGELLIGO AIRPORT	-33.28	146.37	LAKE CARGELLIGO AIRPORT	Surface land meteorological station (SYNOP), GOS	33 17 00S	146 22 15E
8362	0-20000-0-94882	LAKE EILDON	-37.23	145.91	LAKE EILDON	Surface land meteorological station (SYNOP), GOS	37 13 53S	145 54 45E
8363	0-20000-0-95637	LAKE GRACE	-33.1	118.46	LAKE GRACE	Surface land meteorological station (SYNOP), GOS, RBSN(S)	33 06 02S	118 27 53E
8364	0-20000-0-94348	LAKE JULIUS AWS	-20.12	139.73	LAKE JULIUS AWS	Surface land meteorological station (SYNOP), GOS	20 07 00S	139 43 32E
8365	0-20000-0-94979	LAKE LEAKE (ELIZABETH RIVER)	-42.01	147.8	LAKE LEAKE (ELIZABETH RIVER)	Surface land meteorological station (SYNOP), GOS	42 00 24S	147 47 51E
8366	0-20000-0-95767	LAKE MACQUARIE AWS	-33.09	151.46	LAKE MACQUARIE AWS	Surface land meteorological station (SYNOP), GOS	33 05 19S	151 27 49E
8367	0-20000-0-95904	LAKES ENTRANCE (EASTERN BEACH ROAD)	-37.87	148.01	LAKES ENTRANCE (EASTERN BEACH ROAD)	Surface land meteorological station (SYNOP), GOS	37 52 18S	148 00 22E
8368	0-20000-0-94976	LAKE ST CLAIR NATIONAL PARK	-42.12	146.18	LAKE ST CLAIR NATIONAL PARK	Surface land meteorological station (SYNOP), GOS	42 07 04S	146 10 38E
8369	0-20000-0-94692	LAKE VICTORIA STORAGE	-34.04	141.27	LAKE VICTORIA STORAGE	Surface land meteorological station (SYNOP), GOS	34 02 23S	141 15 55E
8370	0-20000-0-94688	LAMEROO COMPARISON	-35.33	140.52	LAMEROO COMPARISON	Surface land meteorological station (SYNOP), GOS	35 19 44S	140 31 03E
8371	0-20000-0-95606	LANCELIN	-31.02	115.33	LANCELIN	Surface land meteorological station (SYNOP), GOS	31 00 59S	115 19 48E
8372	0-20000-0-94983	LARAPUNA (EDDYSTONE POINT)	-40.99	148.35	LARAPUNA (EDDYSTONE POINT)	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	40 59 34S	148 20 48E
8373	0-20000-0-94237	LARRIMAH	-15.57	133.21	LARRIMAH	Surface land meteorological station (SYNOP), GOS	15 34 29S	133 12 49E
8374	0-20000-0-95873	LATROBE UNIVERSITY	-37.72	145.05	LATROBE UNIVERSITY	Surface land meteorological station (SYNOP), GOS	37 42 59S	145 02 43E
8375	0-20000-0-94891	LATROBE VALLEY AIRPORT	-38.21	146.47	LATROBE VALLEY AIRPORT	Surface land meteorological station (SYNOP), GOS	38 12 34S	146 28 29E
8376	0-20000-0-95966	LAUNCESTON AIRPORT	-41.55	147.21	LAUNCESTON AIRPORT	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C), RBCN	41 32 57S	147 12 52E
8377	0-20000-0-94969	LAUNCESTON (TI TREE BEND)	-41.42	147.12	LAUNCESTON (TI TREE BEND)	Surface land meteorological station (SYNOP), GOS	41 25 10S	147 07 20E
8378	0-20000-0-94449	LAVERTON AERO	-28.61	122.42	LAVERTON AERO	Surface land meteorological station (SYNOP), GOS, RBSN(S)	28 36 48S	122 25 25E
8379	0-20000-0-94865	LAVERTON RAAF	-37.86	144.76	LAVERTON RAAF	Climatological station, Precipitation station, Surface land meteorological station (SYNOP), Weather radar, RBCN, WRO, GOS, CLIMAT(C)	37 51 23S	144 45 24E
8380	0-20000-0-94302	LEARMONTH AIRPORT	-22.24	114.1	LEARMONTH AIRPORT	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GSN, GOS, CLIMAT(C), RBSN(ST), RBCN, GUAN	22 14 26S	114 05 48E
8381	0-20000-0-94307	LEGENDRE ISLAND	-20.36	116.84	LEGENDRE ISLAND	Surface land meteorological station (SYNOP), GOS	20 21 30S	116 50 35E
8382	0-20000-0-94674	LEIGH CREEK AIRPORT	-30.6	138.42	LEIGH CREEK AIRPORT	Surface land meteorological station (SYNOP), GOS	30 35 47S	138 25 19E
8383	0-20000-0-95448	LEINSTER AERO	-27.84	120.7	LEINSTER AERO	Surface land meteorological station (SYNOP), RBSN(S), GOS	27 50 19S	120 42 11E
8384	0-20000-0-94448	LEONORA	-28.88	121.33	LEONORA	Surface land meteorological station (SYNOP), GOS	28 53 01S	121 19 49E
8385	0-20000-0-94450	LEONORA AERO	-28.88	121.32	LEONORA AERO	Surface land meteorological station (SYNOP), GOS	28 52 44S	121 19 07E
8386	0-20000-0-95959	LIAWENEE	-41.9	146.67	LIAWENEE	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN	41 53 59S	146 40 10E
8387	0-20000-0-94498	LIGHTNING RIDGE VISITORS	-29.43	147.97	LIGHTNING RIDGE VISITORS	Surface land meteorological station (SYNOP), GOS	29 25 52S	147 58 20E
8388	0-20000-0-94293	LIHOU REEF LIGHTHOUSE	-17.13	152.14	LIHOU REEF LIGHTHOUSE	Surface land meteorological station (SYNOP), RBSN(S), GOS	17 07 59S	152 08 42E
8389	0-20000-0-94572	LISMORE AIRPORT AWS	-28.83	153.26	LISMORE AIRPORT AWS	Surface land meteorological station (SYNOP), GOS	28 49 50S	153 15 36E
8390	0-20000-0-94586	LISMORE (RICHMOND HILL)	-28.79	153.34	LISMORE (RICHMOND HILL)	Surface land meteorological station (SYNOP), GOS	28 47 07S	153 20 27E
8391	0-20000-0-94741	LITHGOW (COOERWULL)	-33.48	150.13	LITHGOW (COOERWULL)	Surface land meteorological station (SYNOP), GOS	33 28 37S	150 07 49E
8392	0-20000-0-94780	LITTLE BAY (THE COAST GOLF CLUB)	-33.98	151.25	LITTLE BAY (THE COAST GOLF CLUB)	Surface land meteorological station (SYNOP), GOS	33 58 58S	151 15 01E
8393	0-20000-0-94399	LOCHINGTON	-23.94	147.53	LOCHINGTON	Surface land meteorological station (SYNOP), GOS	23 56 33S	147 31 30E
8394	0-20000-0-94186	LOCKHART RIVER AIRPORT	-12.79	143.3	LOCKHART RIVER AIRPORT	Surface land meteorological station (SYNOP), GOS	12 47 06S	143 18 17E
8395	0-20000-0-95581	LOGAN CITY WATER TREATMENT	-27.68	153.19	LOGAN CITY WATER TREATMENT	Surface land meteorological station (SYNOP), GOS	27 41 02S	153 11 41E
8396	0-20000-0-95835	LONGERENONG	-36.67	142.3	LONGERENONG	Surface land meteorological station (SYNOP), GOS	36 40 20S	142 17 57E
8397	0-20000-0-94346	LONGREACH AERO	-23.44	144.28	LONGREACH AERO	Climatological station, Precipitation station, Surface land meteorological station (SYNOP), Weather radar, GOS, WRO, RBCN, GSN, CLIMAT(C), RBSN(SP)	23 26 14S	144 16 37E
8398	0-20000-0-94995	LORD HOWE ISLAND AERO	-31.54	159.08	LORD HOWE ISLAND AERO	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, GSN, GUAN, RBSN(ST), CLIMAT(C), RBCN	31 32 32S	159 04 43E
8399	0-20000-0-95995	LORD HOWE ISLAND WINDY POINT	-31.54	159.07	LORD HOWE ISLAND WINDY POINT	Surface land meteorological station (SYNOP), GOS	31 32 17S	159 04 24E
8400	0-20000-0-95772	LOSTOCK DAM	-32.33	151.46	LOSTOCK DAM	Surface land meteorological station (SYNOP), GOS	32 19 56S	151 27 34E
8401	0-20000-0-95964	LOW HEAD	-41.05	146.79	LOW HEAD	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN, GSN	41 03 17S	146 47 15E
8402	0-20000-0-94285	LOW ISLES LIGHTHOUSE	-16.38	145.56	LOW ISLES LIGHTHOUSE	Surface land meteorological station (SYNOP), GOS	16 23 03S	145 33 33E
8403	0-20000-0-95961	LOW ROCKY POINT	-42.98	145.5	LOW ROCKY POINT	Surface land meteorological station (SYNOP), GOS	42 59 06S	145 30 08E
8404	0-20000-0-94682	LOXTON RESEARCH CENTRE	-34.44	140.6	LOXTON RESEARCH CENTRE	Surface land meteorological station (SYNOP), GOS	34 26 20S	140 35 52E
8405	0-20000-0-94295	LUCINDA POINT	-18.52	146.39	LUCINDA POINT	Surface land meteorological station (SYNOP), GOS	18 31 13S	146 23 10E
8406	0-20000-0-95956	LUNCHEON HILL (FORESTRY)	-41.15	145.15	LUNCHEON HILL (FORESTRY)	Surface land meteorological station (SYNOP), GOS	41 08 57S	145 09 06E
8407	0-20000-0-94962	MAATSUYKER ISLAND LIGHTHOUSE	-43.66	146.27	MAATSUYKER ISLAND LIGHTHOUSE	Surface land meteorological station (SYNOP), GOS	43 39 28S	146 16 16E
8408	0-20000-0-95367	MACKAY AERO	-21.17	149.18	MACKAY AERO	Surface land meteorological station (SYNOP), GOS	21 10 14S	149 10 46E
8409	0-20000-0-94367	MACKAY M.O	-21.12	149.22	MACKAY M.O	Climatological station, Precipitation station, Surface land meteorological station (SYNOP), Weather radar, RBSN(SP), GOS, WRO, RBCN, GSN, CLIMAT(C)	21 07 02S	149 13 01E
8410	0-20000-0-94998	MACQUARIE ISLAND	-54.5	158.94	MACQUARIE ISLAND	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GRUAN, CTBTO, GOS, GSN, ANTON, RBCN, GUAN, ANTON(T), RBSN(ST), CLIMAT(C)	54 29 58S	158 56 13E
8411	0-20000-0-94665	MAITLAND	-34.37	137.67	MAITLAND	Surface land meteorological station (SYNOP), GOS	34 22 28S	137 40 24E
8412	0-20000-0-95775	MAITLAND VISITORS CENTRE	-32.74	151.57	MAITLAND VISITORS CENTRE	Surface land meteorological station (SYNOP), GOS	32 44 34S	151 34 06E
8413	0-20000-0-94547	MALENY TAMARIND ST	-26.75	152.85	MALENY TAMARIND ST	Surface land meteorological station (SYNOP), GOS	26 45 10S	152 51 07E
8414	0-20000-0-94935	MALLACOOTA	-37.6	149.73	MALLACOOTA	Surface land meteorological station (SYNOP), RBSN(S), GOS	37 35 51S	149 43 44E
8415	0-20000-0-94200	MANDORA	-19.74	120.84	MANDORA	Surface land meteorological station (SYNOP), GOS, RBSN(S)	19 44 31S	120 50 37E
8416	0-20000-0-94605	MANDURAH	-32.52	115.71	MANDURAH	Surface land meteorological station (SYNOP), GOS	32 31 19S	115 42 43E
8417	0-20000-0-94874	MANGALORE AIRPORT	-36.89	145.19	MANGALORE AIRPORT	Surface land meteorological station (SYNOP), GOS	36 53 19S	145 11 09E
8418	0-20000-0-94117	MANGO FARM	-13.74	130.68	MANGO FARM	Surface land meteorological station (SYNOP), GOS	13 44 16S	130 41 00E
8419	0-20000-0-95774	MANGROVE MOUNTAIN AWS	-33.29	151.21	MANGROVE MOUNTAIN AWS	Surface land meteorological station (SYNOP), GOS	33 17 22S	151 12 39E
8420	0-20000-0-95142	MANINGRIDA AERO	-12.06	134.23	MANINGRIDA AERO	Surface land meteorological station (SYNOP), GOS	12 03 25S	134 14 02E
8421	0-20000-0-94617	MANJIMUP	-34.25	116.15	MANJIMUP	Surface land meteorological station (SYNOP), GOS	34 15 03S	116 08 42E
8422	0-20000-0-95317	MARBLE BAR	-21.18	119.75	MARBLE BAR	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C)	21 10 32S	119 44 59E
8423	0-20000-0-94306	MARDIE	-21.19	115.98	MARDIE	Surface land meteorological station (SYNOP), GOS	21 11 26S	115 58 47E
8424	0-20000-0-95286	MAREEBA AIRPORT	-17.07	145.43	MAREEBA AIRPORT	Surface land meteorological station (SYNOP), GOS	17 04 02S	145 25 42E
8425	0-20000-0-95988	MARIA ISLAND (POINT LESUEUR)	-42.66	148.02	MARIA ISLAND (POINT LESUEUR)	Surface land meteorological station (SYNOP), GOS	42 39 44S	148 01 04E
