
########################################################################################
# This file contains data retrieved from the CDS https://cds.climate.copernicus.eu/cdsapp#!/dataset/insitu-observations-igra-baseline-network
# This is a C3S product under the following licences:
# #     - licence-to-use-copernicus-products
#     - igra-data-policy
# This is a CSV file following the CDS convention cdm-lev
# Data source: IGRA_H
# Version: v1
# Time extent: 20090401 - 20090401
# Geographic area: global
# Variables selected and units
# #	air_temperature [ K ]
########################################################################################
station_name,radiosonde_code,sensor_model,report_timestamp,actual_time,report_id,longitude,latitude,height_of_station_above_sea_level,air_pressure,air_temperature
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,42910,260.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,42060,259.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,41610,259.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,41240,258.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,40930,258.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,40570,258.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,40220,257.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,40000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,39860,257.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,39560,256.65
