sensor_id,comment
KNZW,  KNZW USA Campbell Scientific ZephIR wind Lidar (-2010)^
KNrU,  KNrU USA Penn State University 9-channel microwave radiometer {~1989}^
KQ5W,  KQ5W USA Radian Corp. 5-axis multistatic sodar {<=1982}^
KQ7W,  KQ7W USA NOAA Mark VII acoustic echosounder sodar {1974}^
KQAW,  KQAW USA Atmospheric Research and Technology (ART) Model VT-1 3-beam phased array sodar {late 1990s}^
KQLW,  KQLW USA Wave Propagation Laboratory (WPL) 2-axis bistatic sodar {<=1979}^
KQMW,  KQMW USA SES digital acoustic sounding sodar {1975}^
KQNW,  KQNW USA SES 3-axis digital acoustic sounding sodar {after 1975}^
KQOW,  KQOW USA SES Echosonde sodar {late 1970s}^
KQPW,  KQPW USA Radian/SES 3-axis Doppler sodar {early 1980s}^
KQSW,  KQSW USA AeroVironment Model 300 monostatic single antenna sodar {~ 1976}^
KQTW,  KQTW USA AeroVironment Invisible Tower (AVIT) 3-axis pulsed Doppler sodar {1980s}^
KQUW,  KQUW USA AeroVironment Model 2000 3-antenna sodar {<=1982}^
KQVW,  KQVW USA AeroVironment Model 3000 phased-array sodar {< 1997}^
KQWW,  KQWW USA AeroVironment or ASC Model 4000 phased-array mini-sodar {~ 1996}^
KQXW,  KQXW USA XonTech Model 600 XONDAR 3-axis bistatic 2000 Hz sodar {mid 1970s}^ (Xonics and XonTech seem interchangeable)
KQZW,  KQZW USA XonTech XONDAR III phased-array 1600 Hz sodar {<=1987}^ (Xonics and XonTech seem interchangeable)
KQaW,  KQaW USA Triton Sonic Wind Profiler {~ 2008}^
KQbW,  KQbW USA Argonne National Laboratory ABLE (Atmospheric Boundary Layer Experiments) sodar {~late 1990s?}^
KQmW,  KQmW USA Radian Corp. minisodar (~1990}^
KQqW,  KQqW USA Radian Corp. sodar for US Army Atmospheric Profiler Research Facility (APRF) {~1990}^
KQrW,  KQrW USA Radian Corp. LAP-500 or LAP-500SL sodar {early 1990s?}^
KQsW,  KQsW USA Radian Corp. 300 sodar {late 1990s?}^
KQtW,  KQtW USA Radian Corp. 600 sodar {late 1990s?}^
KQuW,  KQuW USA Radian Corp. 600PA phased-array Doppler sodar {late 1990s?}^
KQvW,  KQvW USA Radian Corp. 2-axis bistatic sodar {<=1980}^
KQwW,  KQwW USA Radian Corp. Model 800 Echosonde 3-axis bistatic sodar {<=1979}^
KQxW,  KQxW USA XonTech Model 300 XONDAR 3-axis bistatic 4000 Hz sodar {mid 1970s}^ (Xonics and XonTech seem interchangeable)
KQyW,  KQyW USA Xonics 2-axis bistatic 4500 Hz sodar {1973}^ (Xonics and XonTech seem interchangeable)
KR1W,  KR1W Russia Inst of Atmospheric Optics (Tomsk) ZVUK-1 sodar {1992}^
KR2W,  KR2W Russia Inst of Atmospheric Optics (Tomsk) ZVUK-2 or Volna-3 sodar {1999}^
KR3W,  KR3W Russia Inst of Atmospheric Optics (Tomsk) ZVUK-3 sodar {2006}^
KR5t,  KR5t Russia ATTEX stationary Microwave Temperature Profiler MTP-5 {1992}^
KRAW,  KRAW Institute of Atmospheric Physics 1-component sodar {~1980}^
KRBW,  KRBW Institute of Atmospheric Physics 2-component sodar {1983}^
KRDL,  KRDL Russia ATTEX Dangerous Height Sensor (DHS) liquid water and temperature profiler {<2005}^
KRDt,  KRDt Russia ATTEX stationary 2-frequency Microwave Temperature Profiler DHS {1999}^
KREt,  KREt Russia ATTEX stationary Microwave Temperature Profiler MTP-5HE {~2004}^
KRFt,  KRFt Russia ATTEX stationary Microwave Temperature Profiler MTP-5PE {~2009}^
KRGt,  KRGt Russia ATTEX ruggedized Mobile Microwave Temperature Profiler MMTP-5 {~2004}^
KRHt,  KRHt Russia ATTEX stationary Microwave Temperature Profiler MTP-5H {~2004}^
KRJW,  KRJW Russia Obninsk Institute of Experimental Meteorology Alm-1 sodar {mid 1990s?}^
KRKW,  KRKW Russia Obninsk Institute of Experimental Meteorology Alm-3 sodar {~1997}^
KRLW,  KRLW Russia Obninsk Institute of Experimental Meteorology LA-1 sodar {~1997}^
KRMW,  KRMW Russia Obninsk Institute of Experimental Meteorology LA-1m mini-sodar {~1997}^
KRMt,  KRMt Russia ATTEX Mobile Microwave Temperature Profiler MMTP-5 {~2003}^
KRNW,  KRNW Russia Obninsk Institute of Experimental Meteorology LA-3m mini-sodar {~1997}^
KRPt,  KRPt Russia ATTEX stationary high resolution polar Microwave Temperature Profiler - Polar MTP-5P {2001}^
KRQW,"  KRQW USA AeroVironment Model M300C-IEM monostatic Doppler sodar, modernized by Obninsk IEM {2002}^ IEM = Institute of"
KRRW,  KRRW Russia Moscow State Academy of Instrument Engineering Mini-Radar wind profiler {<2005}^
KRRt,  KRRt Russia ATTEX stationary Microwave Temperature Profiler MTP-5R {late 1990s?}^
KRSW,  KRSW Institute of Atmospheric Physics 2-axis monostatic sodar {~1983}^
KRTh,  KRTh Russia Inst of Atmospheric Optics (Tomsk) Lidar {<2005}^
KRUW,  KRUW Russia Inst of Atmospheric Physics (Moscow) LATAN-1 Sodar {1993}^
KRWW,  KRWW Russia Laser Systems Inc. WINDEX lidar wind profiler {~2009}^
KRaW,  KRaW Russia Inst of Atmospheric Optics (Tomsk) MAL-1 sodar {1970s?}^
KRbW,  KRbW Russia Inst of Atmospheric Optics (Tomsk) MAL-2 sodar {1980s?}^
KRlW,  KRlW Russia Inst of Atmospheric Physics (Moscow) LATAN-3 Sodar {<2005}^
KRsW,  KRsW Russia Inst of Atmospheric Optics (Tomsk) mS-1 sodar {1980s?}^
KSAh,  KSAh Switzerland University of Bern All-Sky MUlti WAvelength RAdiometer {2004}^
KSLu,  KSLu Switzerland RAman Lidar for Meteorological Observations (RALMO) {2008}^
KSRT,  KSRT Switzerland 660-780 MHz Federal Institute of Technology (Lausanne) Remote ACoustic Electronic Sounding (RACES) system with RASS {~1980}^
KU1W,"  KU1W USA 50 MHz NOAA Wave Propagation Laboratory fixed vertical beam Doppler wind profiler {1981}^ <F=V50PL,P=Z,W=PD>"
KU2H,  KU2H USA 50 MHz NOAA WPL coherent pulse 2-transmitter Doppler wind profiler and microwave radiometer {1983}^
KU2T,  KU2T USA 50 MHz NOAA WPL - Tycho Technologies coherent pulse 2-transmitter Doppler wind profiler with RASS {1992}^
KU2W,  KU2W USA 50 MHz NOAA WPL - Tycho Technology coherent pulse 2-transmitter Doppler wind profiler {1983}^
KU3T,"  KU3T USA 50 MHz NOAA WPL Doppler wind profiler and RASS {late 1980s?}^ <F=V50PL,P=Z,T=GA,W=2PD> WPL = Wave Propagation Laboratory"
KU3W,"  KU3W USA 50 MHz NOAA Wave Propagation Laboratory coherent pulse 3-transmitter Doppler wind profiler {1978}^ <F=3V50PL,P=Z,W=3PD>"
KU6W,"  KU6W USA 49.8 MHz NOAA Aeronomy Laboratory pulsed Doppler 2-transmitter 6-beam radar wind profiler {1990}^ <F=2V49.8PL,P=Z,W=6DG>"
KUAW,"  KUAW USA 50-MHz NOAA Aeronomy Laboratory 3-beam wind profiler for tropical network {1985}^ <F=V50PL,P=Z,W=3PD>"
KUBW,"  KUBW USA 50 MHz NOAA Aeronomy Laboratory 5-beam wind profiler for tropical network {1994}^ <F=V50PL,P=Z,W=5PD>"
KUCW,"  KUCW USA 49.8 MHz NOAA Aeronomy Laboratory pulsed Doppler 1-transmitter 3-beam radar wind profiler {1987}^ <F=V49.8PL,P=Z,W=3DG>"
KUDU,"  KUDU USA 915 MHz NOAA WPL Doppler wind profiler with RASS and microwave radiometer ""Profiler"" {1983}^ <F=2V915PL,P=Z,T=GA,U=GM,W=PD>"
KUDu,"  KUDu USA 915 MHz NOAA WPL Doppler wind profiler and microwave radiometer ""Profiler"" {1983}^ <F=2V915PL,P=Z,T=GM,U=GM,W=PD> WPL = Wave Propagation"
KUET,"  KUET USA NCAR/US Army Mobile Profiler System (MPS) 924 MHz Radian wind profiler, RASS, 4-channel micro radiometer {1991}^"
KUFW,"  KUFW USA 50 MHz NOAA 2-transmitter oblique-beam wind profiler {1978}^ <F=2V50PL,P=Z,W=2DG>"
KUGT,"  KUGT USA 915 MHz Applied Technologies, Inc., Micro-RWP radar wind profiler with optional RASS {~2003}^"
KUHT,"  KUHT USA 915 MHz NOAA Aeronomy Laboratory 5-beam boundary layer wind and temperature profiler {~1988}^ <F=V915PL,P=Z,T=GA,W=5PD>"
KUHW,"  KUHW USA 915 MHz NOAA Aeronomy Laboratory HARP 5-beam boundary layer wind profiler {1986}^ <F=V915PL,P=Z,W=5PD> HARP = Hawaiian Rainband Project"
KUIT,"  KUIT USA 915 MHz NOAA Aeronomy Laboratory wind profiler with RASS for Integrated Sounding System {1989}^ <F=V915PL,P=Z,T=GA,W=PD>"
KUIW,"  KUIW USA 915 MHz NOAA Aeronomy Laboratory wind profiler for Integrated Sounding System {1989}^ <F=V915PL,P=Z,W=PD>"
KUJT,"  KUJT USA 915 MHz NOAA Aeronomy Laboratory 5-beam wind profiler for Integrated Sounding System {1993}^ <F=V915PL,P=Z,W=PD>"
KUJW,  KUJW USA 50 MHz National Bureau of Standards - Jicamarca radar modified as wind profiler {1968}^
KUKT,  KUKT USA 915 MHz University of Massachusetts Turbulent Eddy Profiler (TEP) with RASS {~2000}^
KUKW,  KUKW USA 915 MHz University of Massachusetts Turbulent Eddy Profiler (TEP) {1996}^
KULW,  KULW USA 915 MHz University of Massachusetts frequency-modulated continuous-wave (FMCW) radar {1999}^
KUMW,  KUMW USA 915 MHz NCAR modified Vaisala LAP-3000 Multiple Antenna Profiler Radar (MAPR) {1997}^
KUOT,"  KUOT USA 915 MHz Applied Technologies, Inc., Mini-RWP radar wind profiler with optional RASS {~2003}^"
KUPT,  KUPT USA 915 MHz DeTect Inc. Raptor upgrade to Vaisala LAP-3000 radar wind profiler with RASS {<2007}^
KUQT,  KUQT USA 2900 MHz Radian Corp. FM-CW radar {~1990}^
KURW,  KURW USA 50 MHz Radian Corp. VHF 3-beam phased antenna array wind profiler {~1983}^
KUSW,"  KUSW USA NOAA 40.475 MHz Aeronomy Laboratory pulsed Doppler radar wind profiler {1974}^ <F=V40.475PL,P=Z,W=DG>"
KUTW,  KUTW USA 449 MHz NOAA/ETL TARS (Tethered Aerostat Radar System) radar wind profiler {2001}^
KUUT,"  KUUT USA 404 MHz NOAA Unisys wind profiler and Paramax RASS for Wind Profiler Demonstration Network {~1990}^ <F=V404PL,P=Z,T=GA,W=3PD>"
KUUW,"  KUUW USA 404 MHz NOAA Unisys wind profiler without RASS for Wind Profiler Demonstration Network {1989}^ <F=V404PL,P=Z,W=3PD>"
KUUt,  KUUt USA 404 MHz NOAA Unisys wind profiler and Paramax RASS without wind {~1990}^
KUVT,  KUVT USA 449 MHz NOAA Unisys wind profiler and Paramax RASS for Wind Profiler Demonstration Network {~1997}^
KUVW,"  KUVW USA 449 MHz NOAA Unisys wind profiler without RASS for NOAA Profiler Network {~1996}^ <F=V449PL,P=Z,W=PD>"
KUWW,  KUWW USA NCAR 3 GHz FM-CW Doppler radar {<=1976}^
KUXT,"  KUXT USA 449 MHz Applied Technologies, Inc., BL-RWP radar wind profiler with optional RASS {~2003}^"
KUYW,  KUYW USA 52 MHz Tycho Technology - Taiwan National Central University dual-mode radar wind profiler {~1985}^
KUaW,  KUaW USA 430 MHz Arecibo Radio Observatory radio telescope used as wind profiler {1977}^
KUbW,  KUbW USA 50 MHz NOAA WPL - Tycho coherent pulse 2-transmitter Doppler wind profiler median filter/first-guess {1994}^
KUdW,  KUdW USA 3 GHz steerable Doppler radar profiler {1969}^
KUeW,  KUeW USA DeTect Inc. 449 MHz Raptor FBS-ST radar wind profiler {~ 2002}^
KUfW,  KUfW USA 1290 MHz Poker Flats Doppler radar used as wind profiler {1976}^
KUgW,  KUgW USA 50 to 380 MHz NOAA Physical Science Division Ground-Based Scanning Radiometer (GSR) {2004}^
KUhW,"  KUhW USA 915 MHz NOAA Aeronomy Laboratory 3 fixed panel wind profiler {1986}^ <F=V915PL,P=Z,W=5PD>"
KUhw,  KUhw USA 915 MHz NOAA Aeronomy Laboratory 3 fixed panel wind profiler (KUhW) plus assumed AeroVironment 2000 sodar (KQUW) {1990}^
KUpT,  KUpT USA 49.8 MHz Penn State University - Tycho 3-beam wind profiler with RASS {~1990}^
KUpW,  KUpW USA 49.8 MHz Penn State University - Tycho 3-beam wind profiler {1987}^
KUpw,  KUpw USA 49.8 MHz Penn State University - Tycho 2-beam wind profiler {1985}^
KUqT,  KUqT USA 404 MHz Penn State University - Tycho transportable wind profiler with second generation RASS {1990}^ !! Also see KUyW (Tycho 40L 404.37 MHz profiler)
KUqW,  KUqW USA 404 MHz Penn State University - Tycho transportable wind profiler {1986}^ !! Also see KUyW (Tycho 40L 404.37 MHz profiler)
KUqt,  KUqt USA 404 MHz Penn State University - Tycho transportable wind profiler with first generation RASS {1988}^ !! Also see KUyW (Tycho 40L 404.37 MHz profiler)
KUsW,  KUsW USA 40.92 MHz University of Illinois radar converted to profiler {1978}^
KUtW,  KUtW USA 915 or 1290 MHz DeTect Inc. Raptor FMC-BL shipborne radar wind profiler {~2009}^
KUuT,  KUuT USA 449 MHz DeTect Inc. Raptor FBS-STN 256e-12kW Stratospheric and Tropospheric Network Class profiler with RASS for NPN {2012}^
KUuW,  KUuW USA 449 MHz DeTect Inc. Raptor FBS-STN 256e-12kW Stratospheric and Tropospheric Network Class profiler for NOAA Profiler Network {2012}^
KUvT,  KUvT USA 915 MHz DeTect Inc. Raptor VAD-BL boundary layer parabolic dish radar wind profiler with RASS {~2009}^ 
KUvW,  KUvW USA 915 MHz DeTect Inc. Raptor VAD-BL boundary layer parabolic dish radar wind profiler {~2009}^
KUyW,  KUyW USA 404.37 MHz Tycho Technology 400L 404.37 MHz wind profiler {<=1989}^ !! Also see KUqT (Penn State - Tycho 405 MHz profiler)
KUzT,  KUzT USA 404.37 MHz Tycho Technology 400S 404.37 MHz wind profiler with RASS {<= 1991}^
KVQT,  KVQT Vaisala LAP-3000 4-Panel lower troposphere wind profiler with RASS plus AeroVironment 4000 sodar {~2005}^
KVQW,  KVQW LAP-3000 4-Panel lower troposphere wind profiler plus AeroVironment 4000 sodar {~2005}^
KVaW,  KVaW Vaisala Model 400 WindProfiler radar {1987}^
KWAW,  KWAW Sweden AQ-System Sensitron SR-325 3-antenna sodar {1976}^
KWBW,  KWBW Sweden AQ-System Sensitron mini-sodar {1990s?}^
KWCW,  KWCW Sweden AQ-System Sensitron SR-25 3-antenna 3-frequency sodar {<=1988}^
KWFW,  KWFW Sweden AQ-System AQ500 sodar {~2004?}^
KWGT,  KWGT Sweden AQ-System AQMR90 sodar with RASS {~2004?}^
KWGW,  KWGW Sweden AQ-System AQMR90 sodar {~2004?}^
KWHW,  KWHW Sweden AQ-System AQHR90 sodar {~2004?}^
KWOU,"  KWOU Sweden temperature and water vapor radiometers and Raman lidar {1983}^ <F=multiple,P=Z,T=GM,U=GM+GR>"
KWUU,  KWUU Sweden University of Uppsala 2-axis monostatic sodar {1976}^
KY3T,  KY3T USA NCAR 449 MHz modular 3-panel wind profiler with RASS {planned 2012}^
KY3W,  KY3W USA NCAR 449 MHz modular 3-panel wind profiler {development 2010}^
KY7T,  KY7T USA NCAR 449 MHz modular 7-panel wind profiler with RASS {planned 2012}^
KY7W,  KY7W USA NCAR 449 MHz modular 7-panel wind profiler {planned 2012}^
KY9T,  KY9T USA NCAR 449 MHz modular 19-panel wind profiler with RASS {planned 2012}^
KY9W,  KY9W USA NCAR 449 MHz modular 19-panel wind profiler {planned 2012}^
KYAT,  KYAT USA Argonne National Laboratory 915 MHz Boundary Layer Research System (BLRS) wind profiler {~1990?}^
KYVH,"  KYVH USA T&B Systems ""Virtual Radiosonde"" (Radiometrics MP-3000A, ASC 3000 sodar, Vaisala LAP-3000) {~2008}^"
K_4U,  K_4U Passive temperature and humidity profiler (WMO instr=04)^
K_5U,  K_5U Active temperature and humidity profiler (WMO instr=05)^
K_6W,  K_6W Radio-acoustic wind profiler (WMO instr=06)^ (W3=06) <W=GA>
K_BW,"  K_BW Single transmitter, multiple beams radar wind profiler^ <W=PB>"
K_DW,  K_DW Doppler radar wind profiler (single transmitter and receiver)^ <W=PD>
K_SW,"  K_SW Spaced antenna (multiple transmitters, single beam per antenna) radar wind profiler^ <W=PS>"
LAA,  LAA Australia CSIRO upward and downward radiometersonde {1970}^
LAC,  LAC Australia CSIRO disdrometer radiosonde {1949}^ <F=V61+65FB(2 transmitters)>
LAH,  LAH Australia Golay Cell broadband radiometersonde {1974}^
LAJ,"  LAJ Australia tele-pyranometer radiation radiosonde {1955}^ (Meteorology Radiation Observatory, Box Hill, Melbourne)"
LAP,  LAP Australia RAAF electric field radiosonde {1963}^ <P=B>
LAR,"  LAR Australia CSIRO Astor 72 MHz radiosonde with radiometer {1964}^ <F=V72AB,P=A,T=TR,U=L>"
LBB,  LBB Belgium Institut Meteorologique d'Uccle potential gradient radiosonde {1950}^
LBI,  LBI Italy thunderstorm radiosonde {1937}^
LBL,"  LBL Bulgaria cloud liquid water radiosonde {1961}^ <F=???R,P=A,T=TB,U=W>"
LBU,  LBU Netherlands Utrecht University tethered UV actinic flux sonde {1992}^
LBV,  LBV Netherlands Utrecht University visible actinic flux sonde {1998}^
LBW,  LBW Sweden Uppsala University atmospheric electricity radiosonde {~ 1966}^
LBZ,  LBZ New Zealand Kreielsheimer and Belin Auckland University College alti-electrograph {1945}^
LBb,  LBb Belgium Institut Meteorologique d'Uccle conductivity radiosonde {1952}^
LBi,"  LBi Italy CENFAM night radiometer radiosonde {1966}^ (CENFAM = Centro Nationale di Fisica dell' Atmosfera e Meteorologia, Rome)"
LBl,  LBl Bulgaria cloud liquid water dropsonde {~1979}^
LBw,  LBw Sweden Angstrom actinometric meteorograph {1922}^
LC1,"  LC1 Canada Univ. W. Ontario tethered air-capacitor refractometer {1961}^ <F=V20?E,T=T>"
LCN,  LCN Canada York University chemiluminescent NO2 tethersonde {1993}^
LCT,  LCT Canada Univ. of Toronto water vapor radiometersonde {1969}^ <F=?108F?>
LDC,  LDC Germany conductivity radiosonde {1976}^
LDD,"  LDD Germany diffuse light radiosonde {1975}^ <F=?,P=A,T=W>"
LDE,  LDE Germany Elster and Gettel kite electroscope radioactivity sensor {1901}^
LDG,"  LDG Germany Regener and Pfotzer cosmic ray counter sonde {1934}^ <F=none,P=2A,T=B> Physikalisches Institut der Technischen Hochschule, Stuttgart"
LDI,  LDI Germany IPA visible light radiometersonde {1968}^ <F=V403FB>
LDK,"  LDK Germany improved Kuhn and Sterns radiometersonde {1974}^ <F=T(?)403FE,P=A,T=T(?),U=?,W=Ra(?)>"
LDL,"  LDL Germany Inst for Tropospheric Research cloud tethersonde {2000}^ <T=?,U=?,W=?> Institute for Tropospheric Research, Leipzig, Germany"
LDM,  LDM Germany potential gradient radiosonde {1958}^
LDN,"  LDN Germany Lindenberg high-frequency potential sonde {1942}^ <F=?,P=A>"
LDP,"  LDP Germany IRS-106 balance meter radiometersonde {1956}^ <F=V403, 150?M> DVLFR (institute found by other references with H. G. Mueller), Muenchen-Riem"
LDQ,  LDQ Germany Pohl radiometersonde {1956}^
LDR,"  LDR Germany electric field Radiothor-sonde {1952}^ Notgemeinschaft der Deutschen Wissenschaft fuer die Unterstuetzung, Hamburg"
LDS,"  LDS Germany Pfotzer triple-coincidence cosmic ray counter sonde {1935}^ <F=none,P=2A,T=B> Physikalisches Institut der Technischen Hochschule, Stuttgart"
LDT,  LDT Germany potential gradient tethersonde {1958}^
LDU,  LDU Germany Rostock University Radiothor-sonde {1938}^
LF1,"  LF1 France Calletet registering barometer and air sampler {1897}^ <F=C,P=A>"
LFA,"  LFA France cloud drop spectrum Aquasonde (1977)^ <F=?400F?,P=A> Meteorologie Nationale, Paris"
LFC,"  LFC France model airplane radiosonde + gas concentration, SAM-C {1978}^ <F=T403??,P=vibrating wire,T=T(ML-419),U=C(ML-476)> Met. Nationale"
LFD,"  LFD France model airplane radiosonde + gas concentration, SAM-D {~1979}^ <F=T403??,P=vibrating wire,T=T(ML-419),U=C(ML-476)> Met. Nationale"
LFL,  LFL France LANDES 79 vertical and horizontal electric field sonde {1979}^
LFM,"  LFM France MODEM M-10 radiosonde plus Light Optical Aerosol Counter (LOAC) {2011}^ <F=T403DL,P=0,T=TC,U=A,N=GC>"
LFT,  LFT France Trappes atmospheric electricity meteorograph {1928}^
LGC,  LGC Britain Oxford Univ Clarendon Lab radiometer sonde {1965}^ <F=V27FE>
LGE,  LGE Britain Reading University balloon electrometer {2000}^
LGG,  LGG Britain Univ of Reading Geiger tube radioactivity sonde with Vaisala RS80-15L {2005}^
LGJ,"  LGJ Britain Clarendon Laboratory electric field radiosonde {1959}^ (Clarendon Laboratory, Oxford University)"
LGR,  LGR Britain UKMO Kew plus Suomi-Kuhn radiometer sonde {1965}^
LGS,"  LGS Britain Simpson and Scrase alti-electrograph {1934}^ <F=none,P=A,T=none,U=hair>"
LGU,"  LGU Britain University of Edinburgh cosmic ray radiosonde {1937}^ <F=V30-45F-,P=Ac> University of Edinburgh, Scotland"
LHC,  LHC China Shanghai Radio Factory #23 cloud measurement radiosonde {1966}^
LHF,  LHF China electric field radiosonde {1965}^ <F=V85(F+A)?>
LHR,"  LHR China Shanghai Radio Factory #23 GZZ-4 or GZF1 radioactivity sonde {1969}^ <F=V400(?)ME,P=A,T=BC,W=Ts>"
LI3,"  LI3 India radiometersonde with IMD audiomodulated new humidity duct radiosonde, 403 or 1680 MHz {late 1980s}^"
LI4,  LI4 India IMD radiometersonde with IMD Mark IV {~2009}^
LI7,  LI7 India 72 MHz radiometersonde {< 1999}^
LIA,"  LIA India stratospheric ion density and conductivity probe {1985}^ Physical Research Laboratory, Ahmedabad, India"
LIC,"  LIC India conductivity modified USA radiosonde {1958}^ <F=V72.2FB,P=A,T=none,U=none>"
LIH,  LIH India combined conductivity and potential gradient sonde {~1971}^ <F=???M>
LIR,  LIR India IMD radiometersonde with IMD Mark III radiosonde {< 1999}^
LIS,  LIS India radiometersonde with audiomodulated radiosonde {late 1960s}^
LIT,"  LIT India potential gradient ""Tandem Electrometersonde"" {~1970}^ <F=V72AM>"
LIU,"  LIU India potential gradient ""Electrosonde"" modified USA sonde {1952}^ <F=V72.2FB,P=A,T=none,U=none>"
LIZ,  LIZ India radiometersonde with audiomodulated radiosonde {late 1970s}^
LIa,"  LIa India ion density rocketsonde {1987}^ <F=T1780> Physical Research Laboratory, Ahmedabad, India"
LJ7,"  LJ7 Japan MRI R-78 radiometersonde {1979}^ <F=T1680F(?)B,P=A,T=T,U=none> Meteorology Research Institute, Tokyo"
LJA,"  LJA Japan Hokkaido Univ precip charge and corona current sonde {1974}^ <F=?1680?L,P=A> Hokkaido University, Sapporo"
LJB,"  LJB Japan MRI Cloud Particle Video Sonde {1985}^ <F=T1680> Meteorology Research Institute, Tsukuba"
LJC,  LJC Japan MRI field mill atmospheric electricity and mesh Gerdien conductivity radiosonde {1961}^
LJD,"  LJD Japan MRI conductivity and air-earth current radiosonde for IQSY {1964}^ (Meteorology Research Institute, Tokyo)"
LJE,"  LJE Japan MRI Meisei RSII-E65 potential gradient radiosonde for IQSY {1965}^ (Meteorology Research Institute, Tokyo)"
LJF,  LJF Japan MRI mechanical collector atmospheric electricity and improved Gerdien conductivity radiosonde {1961}^
LJG,  LJG Japan ground-based scanning backscatter lidar for aerosol profiles {~ 1985}^
