,Country,City,AccentCity,Region,Population,Latitude,Longitude
2079821,pe,puerto maldonado,Puerto Maldonado,17,37742.0,-12.6,-69.1833333
2080102,pe,puno,Puno,21,116951.0,-15.8333333,-70.0333333
2080158,pe,puquio,Puquio,05,10538.0,-14.7,-74.1333333
2080433,pe,querecotillo,Querecotillo,20,25511.0,-4.8377778,-80.6455556
2081056,pe,requena,Requena,16,20494.0,-5.05,-73.83333329999998
2081129,pe,rioja,Rioja,22,25170.0,-6.0833333,-77.15
2081472,pe,salas,Salas,14,10734.0,-6.2747222,-79.60416670000002
2081473,pe,salaverry,Salaverry,13,10112.0,-8.2333333,-78.9666667
2081686,pe,sana,Saña,14,39377.0,-6.922222200000001,-79.5841667
2081745,pe,san clemente,San Clemente,11,15886.0,-13.6666667,-76.15
2082289,pe,san pedro de lloc,San Pedro de Lloc,13,16323.0,-7.432777799999998,-79.50583329999998
2082337,pe,san ramon,San Ramón,12,14774.0,-11.133333300000002,-75.33333329999998
2082383,pe,santa ana,Santa Ana,08,25259.0,-12.866666699999998,-72.7166667
2082577,pe,santa maria,Santa Maria,15,16390.0,-12.0,-76.9
2082656,pe,santa rosa,Santa Rosa,14,10673.0,-6.7666667,-79.83333329999998
2082670,pe,santa,Santa,02,14130.0,-8.983333300000002,-78.6
2082693,pe,santiago de cao,Santiago de Cao,13,22081.0,-7.958888900000002,-79.2391667
2082709,pe,santiago,Santiago,11,10496.0,-14.1886111,-75.7141667
2082758,pe,san vicente de canete,San Vicente de Cañete,15,28157.0,-13.0833333,-76.4
2082783,pe,saposoa,Saposoa,22,14961.0,-6.9333333,-76.8
2082847,pe,satipo,Satipo,12,15602.0,-11.266666699999998,-74.6833333
2082944,pe,sechura,Sechura,20,23124.0,-5.5530556,-80.8202778
2083185,pe,sicuani,Sicuani,08,33726.0,-14.2694444,-71.2261111
2083529,pe,soritor,Soritor,22,10907.0,-6.1,-77.0666667
2083642,pe,sullana,Sullana,20,162493.0,-4.9038889,-80.6852778
2083689,pe,supe,Supe,15,15138.0,-10.8,-77.7333333
2083788,pe,tabalosos,Tabalosos,22,14811.0,-6.35,-76.6833333
2083844,pe,tacna,Tacna,23,280996.0,-18.0055556,-70.2483333
2083934,pe,talara,Talara,20,100105.0,-4.5772222000000005,-81.2719444
2084032,pe,tambo grande,Tambo Grande,20,30169.0,-4.9269444,-80.3447222
2084059,pe,tambopata,Tambopata,17,39142.0,-12.733333300000002,-69.1833333
2084259,pe,tarma,Tarma,12,51581.0,-11.4197222,-75.6908333
2084570,pe,tingo maria,Tingo María,10,53416.0,-9.3,-75.9833333
2084693,pe,tocache,Tocache,22,29160.0,-8.1841667,-76.5125
2085132,pe,trujillo,Trujillo,13,750004.0,-8.1166667,-79.0333333
2085216,pe,tumbes,Tumbes,24,109599.0,-3.5666667000000003,-80.4413889
2085360,pe,uchiza,Uchiza,22,17822.0,-8.416666699999999,-76.3833333
2085899,pe,vice,Vice,20,12973.0,-5.4166667,-80.7833333
2086103,pe,viru,Virú,13,20867.0,-8.416666699999999,-78.75
2086152,pe,vista alegre,Vista Alegre,11,10267.0,-14.058055599999998,-75.7152778
2086299,pe,yanacancha,Yanacancha,19,23280.0,-10.4666667,-76.5333333
2086674,pe,yunguyo,Yunguyo,18,10210.0,-17.1688889,-70.8819444
2086771,pe,yurimaguas,Yurimaguas,16,42016.0,-5.9,-76.08333329999998
2086830,pe,zarumilla,Zarumilla,24,16983.0,-3.5030556000000006,-80.27305559999998
2086845,pe,zorritos,Zorritos,24,12317.0,-3.6666667,-80.66666670000002
2086900,pf,faaa,Faaa,00,29389.0,-17.55,-149.6
2086980,pf,mahina,Mahina,00,14225.0,-17.5,-149.45
2087042,pf,paea,Paea,00,13359.0,-17.6833333,-149.58333330000005
2087053,pf,papara,Papara,00,10361.0,-17.75,-149.55
2087058,pf,papeete,Papeete,00,26358.0,-17.533333300000002,-149.56666669999996
2087085,pf,pirae,Pirae,00,14729.0,-17.5166667,-149.5333333
2087095,pf,punaauia,Punaauia,00,25751.0,-17.6333333,-149.6
2087529,pg,alotau,Alotau,03,12095.0,-10.3,150.41666669999995
2087834,pg,arawa,Arawa,07,40266.0,-6.2166667,155.55
2089235,pg,bulolo,Bulolo,14,16042.0,-7.2,146.65
2089560,pg,daru,Daru,06,15215.0,-9.0833333,143.2
2090745,pg,goroka,Goroka,09,18502.0,-6.0833333,145.3833333
2092699,pg,kavieng,Kavieng,15,14491.0,-2.5666667000000003,150.8
2093012,pg,kimbe,Kimbe,17,18849.0,-5.55,150.15
2093115,pg,kiunga,Kiunga,06,11540.0,-6.1166667000000015,141.3
2093268,pg,kokopo,Kokopo,10,26334.0,-4.35,152.2666667
2094124,pg,lae,Lae,14,76254.0,-6.7333333,147.0
2094596,pg,madang,Madang,12,27420.0,-5.2166667,145.8
2095333,pg,mendi,Mendi,05,26251.0,-6.15,143.65
2095776,pg,mount hagen,Mount Hagen,16,33622.0,-5.8666667000000015,144.2166667
2097434,pg,popondetta,Popondetta,04,28199.0,-8.766666699999998,148.2333333
2097468,pg,port moresby,Port Moresby,20,283733.0,-9.4647222,147.1925
2099051,pg,tari,Tari,05,10333.0,-5.7,142.95
2100004,pg,vanimo,Vanimo,18,11204.0,-2.6666667,141.2666667
2100592,pg,wau,Wau,14,14628.0,-7.3333333,146.7166667
2100655,pg,wewak,Wewak,11,18230.0,-3.55,143.6333333
2101522,ph,abucay,Abucay,07,35508.0,14.722222,120.538333
2101559,ph,abuyog,Abuyog,37,15632.0,10.747,125.0107
2101915,ph,agoo,Agoo,51,28971.0,16.083333,120.1
2102027,ph,aguisan,Aguisan,J4,11798.0,10.1603,122.8615
2102100,ph,alabel,Alabel,M9,43312.0,6.101792,125.290478
2102160,ph,alaminos,Alaminos,33,31427.0,14.063914000000002,121.246488
2102161,ph,alaminos,Alaminos,H4,10488.0,16.1547,119.9805
2102317,ph,aliaga,Aliaga,47,34020.0,15.5,120.843
2102615,ph,amadeo,Amadeo,20,16618.0,14.170556,120.923611
2102881,ph,amungan,Amuñgan,64,12357.0,15.3652,119.9582
2103046,ph,angat,Angat,13,41235.0,14.9285,121.03
2103056,ph,angeles,Angeles,A1,298948.0,15.1406,120.591
2103079,ph,angono,Angono,53,87199.0,14.5266,121.1536
2103290,ph,antipolo,Antipolo,H5,549541.0,14.5886,121.1757
2103313,ph,anuling,Anuling,60,10039.0,6.035556,121.006667
2103356,ph,apalit,Apalit,50,77418.0,14.953333,120.77
2103563,ph,aringay,Aringay,36,29825.0,16.394000000000002,120.3545
2103641,ph,asia,Asia,H3,23547.0,9.5506,122.5164
2103684,ph,astorga,Astorga,25,10712.0,6.907222,125.455833
2103787,ph,aurora,Aurora,H2,16177.0,13.3476,122.5195
2103890,ph,baao,Baao,16,19613.0,13.4549,123.3653
2104122,ph,bacolod,Bacolod,A2,453954.0,10.6677,122.9533
2104151,ph,bacoor,Bacoor,20,356987.0,14.459027,120.929034
2104197,ph,baculongan,Baculongan,10,11742.0,16.8,120.8333
2104315,ph,bagabag,Bagabag,48,24967.0,16.505882,121.190139
2104389,ph,baganga,Baganga,26,10106.0,7.573889,126.56
2104475,ph,bago,Bago,A3,76721.0,10.5355,122.8357
2104632,ph,bagting,Bagting,47,19206.0,15.5544,121.2469
2104677,ph,baguio,Baguio,A4,272732.0,16.416389000000002,120.593056
2104815,ph,bais,Bais,A5,65594.0,9.591111,123.122778
2104816,ph,bais,Bais,O2,65594.0,9.5375,123.0981
2104984,ph,balagtas,Balagtas,13,59826.0,14.816667,120.866667
2105545,ph,baliuag,Baliuag,13,135627.0,14.954722,120.896944
2105631,ph,baloc,Baloc,47,10566.0,15.6435,120.8852
2105871,ph,bambang,Bambang,48,22831.0,16.3865,121.1066
2106187,ph,bangar,Bangar,36,11068.0,16.8936,120.4243
2106323,ph,bangued,Bangued,01,14017.0,17.5982,120.6155
2106347,ph,bani,Bani,51,11569.0,16.185,119.8613
2106488,ph,bansud,Bansud,41,13758.0,12.860912,121.489215
2106523,ph,bantay,Bantay,29,10091.0,17.584722,120.389167
2106792,ph,baras,Baras,53,20250.0,14.5234,121.2651
2106951,ph,barotac nuevo,Barotac Nuevo,30,11641.0,10.894167,122.704444
2106958,ph,barra,Barra,43,12442.0,8.510278,124.604444
2107205,ph,batangas,Batangas,A7,238907.0,13.7567,121.0584
2107320,ph,bato,Bato,16,16939.0,13.3528,123.3677
2107639,ph,bay,Bay,33,33547.0,14.1831,121.2848
2107746,ph,bayugan,Bayugan,03,40561.0,8.756111,125.7675
2107976,ph,biao,Biao,C3,12043.0,7.1633330000000015,125.521111
2108048,ph,bigaa,Bigaa,D5,14510.0,13.1993,123.7566
2108293,ph,binalbagan,Binalbagan,H3,38567.0,10.1948,122.8581
2108337,ph,binangonan,Binangonan,53,219203.0,14.4646,121.1929
2108637,ph,bislig,Bislig,62,68892.0,8.215278,126.316389
2108858,ph,bocaue,Bocaue,13,98649.0,14.798333,120.926111
2108910,ph,bogo,Bogo,21,23562.0,11.0517,124.0055
2109176,ph,bongabon,Bongabon,47,36168.0,15.6321,121.1448
2109322,ph,bontoc,Bontoc,44,10440.0,17.0899,120.978
2109479,ph,botolan,Botolan,64,22994.0,15.2896,120.0245
2109591,ph,buanoy,Buanoy,21,10955.0,10.467464,123.699901
2109614,ph,buayan,Buayan,C6,14607.0,6.116389,125.234722
2109852,ph,buenlag,Buenlag,51,11103.0,15.9602,120.4017
2109951,ph,bugo,Bugo,B2,45787.0,8.508333,124.759444
2110177,ph,bulalacao,Bulalacao,41,12027.0,12.325349,121.343513
2110230,ph,bulaon,Bulaon,M4,131818.0,15.0879,120.6667
2110298,ph,bulihan,Bulihan,20,13979.0,14.269741,120.995459
2110371,ph,buluan,Buluan,56,28025.0,6.720278,124.801944
2110380,ph,buluangan,Buluangan,F4,12249.0,10.387072,123.338101
2110459,ph,bunawan,Bunawan,03,15471.0,8.167222,125.990833
2110781,ph,buru-un,Buru-un,C8,15490.0,8.188611,124.170833
2110852,ph,bustos,Bustos,13,42139.0,14.958056,120.917778
2110940,ph,butuan,Butuan,A8,250200.0,8.949167,125.543611
2111097,ph,cabagan,Cabagan,31,25304.0,17.427823,121.769546
2111177,ph,cabanatuan,Cabanatuan,A9,220095.0,15.4867,120.9676
2111363,ph,cabayangan,Cabayangan,I7,16539.0,7.407222,125.733056
2111472,ph,cabinuangan,Cabinuangan,I6,10777.0,7.683333,126.033333
2111864,ph,cadiz,Cadiz,B1,131106.0,10.9465,123.288
2111951,ph,cagayan de oro,Cagayan de Oro,B2,445212.0,8.481111,124.643056
2112064,ph,cagsiay,Cagsiay,H2,10173.0,14.216667,121.75
2112158,ph,cainta,Cainta,53,283177.0,14.5786,121.1222
2112311,ph,calamba,Calamba,I2,316633.0,14.2118,121.1655
2112468,ph,calatagan,Calatagan,09,16111.0,13.832235999999998,120.632195
2112486,ph,calauan,Calauan,33,36580.0,14.1447,121.3152
2112542,ph,calbayog,Calbayog,B3,67921.0,12.0668,124.5962
2112670,ph,calintaan,Calintaan,40,11476.0,12.573534,120.942714
2112880,ph,calumpit,Calumpit,13,91865.0,14.916389,120.765833
2113244,ph,caminawit,Caminawit,40,11161.0,12.33135,121.082513
2113867,ph,canlaon,Canlaon,B5,44850.0,10.386972,123.222701
2114532,ph,cardona,Cardona,53,30221.0,14.486,121.2289
2114563,ph,carigara,Carigara,37,17495.0,11.299167,124.675556
2114609,ph,carmen,Carmen,21,21898.0,10.593056,124.017778
2114616,ph,carmen,Carmen,51,10250.0,15.883333,120.6
2114633,ph,carmona,Carmona,20,55886.0,14.3132,121.0576
2114671,ph,carranglan,Carranglan,47,11017.0,15.9613,121.0641
2114828,ph,casisang,Casisang,12,13721.0,8.138056,125.125
2114853,ph,castillejos,Castillejos,64,27301.0,14.930386,120.201428
2115006,ph,catbalogan,Catbalogan,55,67958.0,11.775278,124.886111
2115220,ph,cavite,Cavite,B6,115920.0,14.477831,120.893222
2115367,ph,cebu,Cebu,B7,758597.0,10.311111,123.891667
2115477,ph,claveria,Claveria,14,10618.0,18.607419,121.08322
2115517,ph,codcod,Codcod,F4,13026.0,10.463367,123.249502
2115714,ph,compostela,Compostela,21,18727.0,10.455,124.0106
2115756,ph,concepcion,Concepcion,63,64402.0,15.325459,120.657231
2115761,ph,concepcion,Concepcion,H2,25628.0,13.926667000000002,121.493333
2115884,ph,cordoba,Cordoba,21,29288.0,10.251944,123.949444
2115954,ph,cotabato,Cotabato,B8,179445.0,7.223611,124.246389
2116081,ph,cuenca,Cuenca,09,21558.0,13.902,121.0521
2116426,ph,dadiangas,Dadiangas,C6,432571.0,6.112778,125.171667
2116437,ph,daet,Daet,15,78812.0,14.1122,122.9553
2116518,ph,dagupan,Dagupan,51,135933.0,16.1,120.516667
2116727,ph,dalipuga,Dalipuga,C8,14242.0,8.316111,124.250556
2116809,ph,damilag,Damilag,12,11000.0,8.354722,124.812222
2116890,ph,danao,Danao,C1,70271.0,10.520833,124.027222
2117051,ph,dao,Dao,18,10743.0,11.3937,122.6856
2117121,ph,dapitan,Dapitan,C2,50517.0,8.6561,123.4227
2117214,ph,dasmarinas,Dasmariñas,20,441878.0,14.329444,120.936667
2117306,ph,davao,Davao,C3,1212285.0,7.0730559999999985,125.612778
2117478,ph,del pilar,Del Pilar,M4,37329.0,15.027,120.6968
2117626,ph,digos,Digos,25,117536.0,6.749722,125.357222
2117873,ph,dipolog,Dipolog,C4,94139.0,8.5883,123.3409
2118017,ph,dologon,Dologon,12,15128.0,7.840833,125.044444
2118048,ph,domalandan,Domalandan,51,15108.0,16.00292,120.211536
2118252,ph,dulag,Dulag,37,10151.0,10.9525,125.031667
2118334,ph,dumaguete,Dumaguete,C5,113588.0,9.307,123.3074
2118724,ph,estancia,Estancia,30,11050.0,11.4551,123.152
2118760,ph,eustaquio lopez,Eustaquio Lopez,F8,14408.0,10.8195,123.0412
2119212,ph,gapan,Gapan,47,79278.0,15.3072,120.9464
2119382,ph,general emilio aguinaldo,General Emilio Aguinaldo,20,12243.0,14.184167,120.795833
2119397,ph,general mamerto natividad,General Mamerto Natividad,47,18393.0,15.6025,121.0515
2119537,ph,gingoog,Gingoog,C7,70943.0,8.827778,125.099722
2119616,ph,goa,Goa,16,20936.0,13.6978,123.4892
2119726,ph,guadalupe,Guadalupe,21,11121.0,10.1165,123.6072
2119733,ph,guadalupe,Guadalupe,F4,11053.0,10.454467,123.373201
2119849,ph,guiguinto,Guiguinto,13,76613.0,14.833332999999998,120.883333
2119857,ph,guihing,Guihing,25,12465.0,6.684444,125.3525
2119875,ph,guiljungan,Guiljungan,H3,14876.0,9.9805,122.6742
2120137,ph,guiset,Guiset,51,21995.0,16.066667000000002,120.666667
2120169,ph,guiuan,Guiuan,23,11041.0,11.033333,125.724722
2120677,ph,hagonoy,Hagonoy,13,123789.0,14.8321,120.7336
2120709,ph,halapitan,Halapitan,12,10870.0,7.9175,125.33
2120714,ph,halayhay,Halayhay,20,10630.0,14.373889000000002,120.813333
2120823,ph,hermosa,Hermosa,07,33714.0,14.8314,120.5081
2120993,ph,hinatuan,Hinatuan,62,10055.0,8.372222,126.334167
2121241,ph,iba,Iba,64,26935.0,15.3276,119.978
2121564,ph,iligan,Iligan,C8,267854.0,8.230833,124.236111
2121609,ph,iloilo,Iloilo,C9,387748.0,10.696944,122.564444
2121804,ph,indang,Indang,20,41158.0,14.195278,120.876944
2121968,ph,ipil,Ipil,P2,19196.0,7.7844440000000015,122.58611100000002
2121996,ph,iriga,Iriga,D1,94846.0,13.4324,123.4115
2122003,ph,irosin,Irosin,58,20716.0,12.7026,124.0362
2122012,ph,isabela,Isabela,22,67341.0,6.7085,121.9711
2122013,ph,isabela,Isabela,H3,15898.0,10.2048,122.9888
2122258,ph,jasaan,Jasaan,43,16435.0,8.654167,124.755556
2122353,ph,jolo,Jolo,60,102222.0,6.052222,121.002222
2122454,ph,kabacan,Kabacan,57,31768.0,7.106667,124.829167
2122504,ph,kabankalan,Kabankalan,J6,138314.0,9.9902,122.8142
2122773,ph,kalamansig,Kalamansig,71,12820.0,6.55187,124.051111
2122872,ph,kalilangan,Kalilangan,12,14456.0,7.821111,124.731389
2123514,ph,katipunan,Katipunan,P2,10637.0,7.5825,122.830556
2123590,ph,kawit,Kawit,20,73204.0,14.444259,120.901639
2123693,ph,kiamba,Kiamba,M9,10979.0,5.9894440000000015,124.624167
2124117,ph,koronadal,Koronadal,70,123765.0,6.503056,124.846944
2124282,ph,labangan,Labangan,P1,10781.0,7.8654,123.5123
2124377,ph,labuan,Labuan,G7,12949.0,7.1007479999999985,121.90238
2124413,ph,la carlota,La Carlota,D2,41313.0,10.4242,122.9212
2124552,ph,laguilayan,Laguilayan,71,17764.0,6.6525,124.521111
2124689,ph,lalig,Lalig,H2,14729.0,13.976389,121.3275
2124708,ph,lamacan,Lamacan,21,11993.0,10.026,123.6008
2125129,ph,laoag,Laoag,D3,102109.0,18.1978,120.5957
2125268,ph,lapu-lapu,Lapu-Lapu,D4,241391.0,10.310278,123.949444
2125628,ph,legaspi,Legaspi,D5,142871.0,13.1387,123.7353
2125717,ph,lianga,Lianga,62,13623.0,8.633611,126.094722
2125863,ph,libog,Libog,05,11690.0,13.2349,123.7778
2126067,ph,liliw,Liliw,33,15246.0,14.1313,121.4362
2126094,ph,limay,Limay,07,52823.0,14.561944,120.598333
2126362,ph,lipa,Lipa,D6,213525.0,13.9411,121.1631
2126642,ph,loma de gato,Loma de Gato,13,21990.0,14.783333,121.0
2126709,ph,longos,Longos,33,15546.0,14.3394,121.4813
2126866,ph,los banos,Los Baños,33,95752.0,14.1798,121.2234
2127069,ph,lucban,Lucban,H2,30991.0,14.1148,121.5547
2127081,ph,lucena,Lucena,D7,228738.0,13.9348,121.6127
2127254,ph,lumban,Lumban,33,30269.0,14.2973,121.4598
2127333,ph,luna,Luna,B1,11311.0,10.969,123.2419
2127391,ph,lun,Lun,M9,11541.0,6.035556,125.298056
2127420,ph,lupao,Lupao,47,11000.0,15.8793,120.8983
2127450,ph,lusacan,Lusacan,H2,14870.0,13.952778,121.346944
2127499,ph,lutayan,Lutayan,56,13080.0,6.62,124.883056
2127622,ph,ma-ao,Ma-ao,A3,25837.0,10.520764,123.017002
2127687,ph,mabalacat,Mabalacat,50,188057.0,15.2216,120.5736
2127836,ph,mabitac,Mabitac,33,12398.0,14.4259,121.429
2128316,ph,magallon,Magallon,H3,14619.0,10.2716,123.0735
2128356,ph,magarao,Magarao,16,15205.0,13.6604,123.1869
2128555,ph,magsaysay,Magsaysay,25,16592.0,6.766667,125.183333
2128722,ph,mahayag,Mahayag,P1,17146.0,8.1183,123.4455
2128864,ph,majayjay,Majayjay,33,11412.0,14.1463,121.4729
2128897,ph,makati,Makati,D9,510383.0,14.566667,121.033333
2128967,ph,malabanban,Malabanban,H2,19470.0,13.933333,121.466667
2129160,ph,malandag,Malandag,M9,12867.0,6.308889,125.251111
2129163,ph,malanday,Malanday,53,21901.0,14.7069,121.1306
2129164,ph,malanday,Malanday,K9,21901.0,14.6463,121.095
2129314,ph,malaya,Malaya,53,11442.0,14.3971,121.3385
2129460,ph,malilipot,Malilipot,05,19450.0,13.3188,123.7385
2129644,ph,malolos,Malolos,13,198763.0,14.841944,120.811667
2129745,ph,maluso,Maluso,22,31375.0,6.542999999999998,121.8753
2129750,ph,malvar,Malvar,09,29880.0,14.044722,121.158611
2129782,ph,mamatid,Mamatid,I2,40271.0,14.235381,121.152601
2129805,ph,mambajao,Mambajao,17,10057.0,9.2504,124.7156
2129896,ph,mamburao,Mamburao,40,23892.0,13.2233,120.596
2130054,ph,manaoag,Manaoag,51,59115.0,16.0438,120.4861
2130072,ph,manapla,Manapla,H3,34312.0,10.958033,123.123004
2130111,ph,manay,Manay,26,20336.0,7.215,126.539722
2130184,ph,mandaue,Mandaue,D8,288898.0,10.323611,123.922222
2130239,ph,mangaldan,Mangaldan,51,88828.0,16.07,120.4025
2130336,ph,manggahan,Manggahan,20,13825.0,14.294097,120.906867
2130435,ph,manibaug,Manibaug,50,24618.0,15.1012,120.5604
2130459,ph,manila,Manila,D9,10443877.0,14.6042,120.9822
2130503,ph,mankayan,Mankayan,10,15886.0,16.8632,120.7829
2130592,ph,mansalay,Mansalay,41,23044.0,12.520435,121.43851399999998
2130693,ph,manukan,Manukan,65,11524.0,8.5184,123.0933
2130766,ph,mapandan,Mapandan,51,11166.0,16.0248,120.4547
2130898,ph,maragondon,Maragondon,20,22973.0,14.2733,120.7377
2130920,ph,maramag,Maramag,12,33844.0,7.763333,125.005278
2130936,ph,maranding,Maranding,34,13694.0,7.9248,123.7715
2130989,ph,marawi,Marawi,E1,143546.0,7.998611,124.292778
2131036,ph,margosatubig,Margosatubig,P1,14606.0,7.5777,123.1658
2131150,ph,mariveles,Mariveles,07,84569.0,14.4361,120.4857
2131235,ph,masalukot,Masalukot,H2,10667.0,13.983332999999998,121.416667
2131319,ph,masinloc,Masinloc,64,28041.0,15.5363,119.9502
2131613,ph,mati,Mati,26,71832.0,6.955081,126.216552
2131802,ph,mawab,Mawab,I6,14446.0,7.5092,125.9189
2131997,ph,medellin,Medellin,21,11741.0,11.1286,123.9622
2132026,ph,mendez,Mendez,20,22081.0,14.128611,120.905833
2132048,ph,mercedes,Mercedes,15,16991.0,14.1093,123.0109
2132080,ph,meycauayan,Meycauayan,L2,184838.0,14.7328,120.96
2132106,ph,midsayap,Midsayap,57,32932.0,7.1908330000000005,124.530278
2132190,ph,minalin,Minalin,50,13528.0,14.9676,120.6828
2132243,ph,minglanilla,Minglanilla,21,62058.0,10.24498,123.7964
2132408,ph,molave,Molave,P1,21089.0,8.0844,123.491
2132500,ph,montalban,Montalban,53,134436.0,14.7314,121.1417
2132537,ph,montevista,Montevista,I6,10146.0,7.693333,125.988889
2132595,ph,morong,Morong,07,16117.0,14.678889000000002,120.266111
2132598,ph,morong,Morong,53,49589.0,14.5115,121.2393
2132951,ph,naga,Naga,E2,147115.0,13.6232,123.1841
2133027,ph,nagcarlan,Nagcarlan,33,24560.0,14.1364,121.4165
2133733,ph,natappian,Natappian,14,11867.0,17.6745,121.7066
2133823,ph,naval,Naval,H9,12217.0,11.5612,124.3952
2133918,ph,new corella,New Corella,I7,20574.0,7.5866,125.8237
2133965,ph,new visayas,New Visayas,I7,14758.0,7.523333,125.623333
2133999,ph,nibaliw,Nibaliw,51,13630.0,16.1275,120.4027
2134132,ph,norala,Norala,70,12750.0,6.5225,124.659167
2134170,ph,noveleta,Noveleta,20,37299.0,14.42922,120.87989
2134278,ph,obando,Obando,13,59924.0,14.7098,120.9362
2134318,ph,ocana,Ocaña,21,13898.0,10.0656,123.6244
2134480,ph,olongapo,Olongapo,E3,219999.0,14.8373,120.2868
2134609,ph,orion,Orion,07,46991.0,14.620556,120.581667
2134614,ph,ormoc,Ormoc,E4,92345.0,11.006389,124.6075
2134623,ph,oroquieta,Oroquieta,E5,39279.0,8.4859,123.8048
2134717,ph,ozamiz,Ozamiz,E6,93083.0,8.1481,123.8405
2134796,ph,pacol,Pacol,H3,19839.0,10.4717,122.8323
2134836,ph,padada,Padada,25,11439.0,6.641111,125.345
2134900,ph,paete,Paete,33,26855.0,14.3647,121.4829
2134909,ph,pagadian,Pagadian,P1,132578.0,7.8257,123.437
2135080,ph,pagsangahan,Pagsañgahan,H2,13572.0,13.215832999999998,122.543056
2135208,ph,pakil,Pakil,33,10693.0,14.3835,121.4786
2135402,ph,palayan,Palayan,E8,23742.0,15.5415,121.0848
2135547,ph,palompon,Palompon,37,12087.0,11.0508,124.3843
2135563,ph,palo,Palo,37,17534.0,11.1575,124.990833
2135658,ph,pambujan,Pambujan,67,10812.0,12.5642,124.9276
2135701,ph,pamplona,Pamplona,46,11772.0,9.4724,123.1192
2135726,ph,panacan,Panacan,49,10526.0,9.246271,118.408198
2135879,ph,pandacaqui,Pandacaqui,50,28603.0,15.1835,120.6455
2135948,ph,pandi,Pandi,13,34928.0,14.865,120.957222
2136092,ph,pangil,Pangil,33,19726.0,14.4008,121.4685
2136407,ph,pantubig,Pantubig,13,39285.0,14.968056,120.954722
2136441,ph,paombong,Paombong,13,41384.0,14.831110999999998,120.789167
2136486,ph,papaya,Papaya,47,32874.0,15.350755,121.047731
2136524,ph,paraiso,Paraiso,M1,30494.0,10.8849,123.3627
2136551,ph,parang,Parang,56,44930.0,7.3703509999999985,124.269733
2136683,ph,pasacao,Pasacao,16,10531.0,13.5118,123.0426
2136746,ph,pasil,Pasil,J7,10109.0,17.3881,121.1492
2137221,ph,penaranda,Peñaranda,47,27465.0,15.351155,121.003931
2137266,ph,perrelos,Perrelos,21,10971.0,10.1169,123.6738
2137408,ph,pila,Pila,33,34383.0,14.2325,121.3648
2137418,ph,pilar,Pilar,07,17831.0,14.66,120.565278
2137451,ph,pililla,Pililla,53,30408.0,14.4854,121.3062
2137454,ph,pili,Pili,16,23178.0,13.5572,123.2735
2137636,ph,pinamungahan,Pinamungahan,21,23068.0,10.2708,123.5839
2137807,ph,pio duran,Pio Duran,05,13249.0,13.029283,123.444956
2137808,ph,pio,Pio,50,24345.0,15.0466,120.5181
2137904,ph,placer,Placer,N3,10443.0,9.6563,125.6019
2138085,ph,polomolok,Polomolok,70,64849.0,6.221666,125.063982
2138394,ph,president roxas,President Roxas,57,10879.0,7.154444,125.055833
2138477,ph,puerto princesa,Puerto Princesa,F1,154816.0,9.739167,118.735278
2138593,ph,pulilan,Pulilan,13,77187.0,14.901667000000002,120.849167
2138674,ph,pulupandan,Pulupandan,H3,27361.0,10.5203,122.8017
2138920,ph,quezon,Quezon,47,18451.0,15.5512,120.8147
2138930,ph,quezon,Quezon,F4,11681.0,10.436169,123.260401
2139141,ph,quisao,Quisao,53,10989.0,14.4347,121.3344
2139181,ph,rajal,Rajal,47,10281.0,15.4377,120.8712
2139203,ph,ramon,Ramon,31,36307.0,16.784163,121.535041
2139206,ph,ramos,Ramos,63,15066.0,15.6653,120.6406
2139293,ph,recodo,Recodo,G7,42790.0,6.9525630000000005,121.959541
2139403,ph,rizal,Rizal,47,26200.0,15.7118,121.1061
2139465,ph,romblon,Romblon,54,15316.0,12.575127,122.270813
2139531,ph,roxas,Roxas,41,14335.0,12.5835,121.5176
2139538,ph,roxas,Roxas,F3,102688.0,11.585278,122.751111
2139766,ph,sagay,Sagay,M1,71589.0,10.9427,123.4239
2140174,ph,samal,Samal,I7,43525.0,7.0744440000000015,125.708333
2140175,ph,samal,Samal,M2,29729.0,14.7683,120.5418
2140251,ph,sampaloc,Sampaloc,53,20157.0,14.5402,121.3602
2140429,ph,san antonio,San Antonio,47,26247.0,15.2462,120.8496
2140550,ph,san carlos,San Carlos,F4,59673.0,10.484000000000002,123.4203
2140551,ph,san carlos,San Carlos,F5,91673.0,15.9273,120.347
2140649,ph,san felipe,San Felipe,64,14981.0,15.0624,120.0702
2140672,ph,san fernando,San Fernando,21,23706.0,10.1624,123.7076
2140675,ph,san fernando,San Fernando,36,83961.0,16.618610999999998,120.319444
2140680,ph,san fernando,San Fernando,50,251157.0,15.0286,120.6898
2140716,ph,san francisco,San Francisco,47,19570.0,15.3525,120.8327
2140755,ph,sangali,Sangali,G7,14728.0,7.0677949999999985,122.20231
2140942,ph,san jacinto,San Jacinto,51,10529.0,16.0726,120.4383
2141011,ph,san jose,San Jose,06,22784.0,10.745,121.9415
2141035,ph,san jose,San Jose,40,49149.0,12.455842,121.04591299999998
2141065,ph,san jose,San Jose,F6,98670.0,15.7923,120.9894
2141081,ph,san jose,San Jose,N3,10607.0,9.757222,125.666667
2141121,ph,san juan,San Juan,09,15416.0,13.830278,121.400833
2141240,ph,san luis,San Luis,50,33467.0,15.0401,120.7883
2141271,ph,san marcelino,San Marcelino,64,18721.0,14.974184,120.157329
