,Country,City,AccentCity,Region,Population,Latitude,Longitude
2141290,ph,san mariano,San Mariano,31,12441.0,16.982648,122.014042
2141320,ph,san mateo,San Mateo,53,134515.0,14.6982,121.1236
2141347,ph,san miguel,San Miguel,13,65661.0,15.1454,120.9789
2141398,ph,san miguel,San Miguel,O3,18582.0,15.439752,120.597632
2141409,ph,san narciso,San Narciso,64,15635.0,15.0143,120.0803
2141410,ph,san narciso,San Narciso,H2,11118.0,13.5677,122.5667
2141415,ph,san nicolas,San Nicolas,13,11155.0,14.983332999999998,120.633333
2141420,ph,san nicolas,San Nicolas,28,19898.0,18.15,120.633333
2141430,ph,san nicolas,San Nicolas,50,11155.0,14.8915,120.7062
2141441,ph,san nicolas,San Nicolas,M4,11155.0,15.0168,120.7017
2141467,ph,san pablo,San Pablo,F7,207572.0,14.0683,121.3256
2141483,ph,san pascual,San Pascual,09,39395.0,13.7975,121.034167
2141529,ph,san pedro,San Pedro,33,270223.0,14.3595,121.0473
2141776,ph,san simon,San Simon,50,29049.0,14.9996,120.7808
2141799,ph,santa ana,Santa Ana,50,47158.0,15.0955,120.767
2141839,ph,santa catalina,Santa Catalina,46,26457.0,9.3337,122.8637
2141888,ph,santa cruz,Santa Cruz,33,108135.0,14.2814,121.4161
2141899,ph,santa cruz,Santa Cruz,50,15408.0,14.9132,120.5626
2141906,ph,santa cruz,Santa Cruz,64,26429.0,15.7654,119.9092
2141935,ph,santa elena,Santa Elena,15,14641.0,14.170227,122.38246399999998
2141978,ph,santa ignacia,Santa Ignacia,63,11477.0,15.6169,120.4358
2142057,ph,santa maria,Santa Maria,25,16759.0,6.553611,125.470833
2142138,ph,santa rita,Santa Rita,50,19936.0,14.9974,120.6183
2142174,ph,santa rosa,Santa Rosa,47,11683.0,15.4238,120.9378
2142188,ph,santa rosa,Santa Rosa,M7,216650.0,14.305579000000002,121.110739
2142273,ph,santiago,Santiago,M8,108427.0,16.6928,121.557
2142487,ph,santo tomas,Santo Tomas,50,23988.0,14.9923,120.7057
2142547,ph,san vicente,San Vicente,63,16115.0,15.295460999999998,120.646531
2142664,ph,sapang,Sapang,63,11372.0,15.7032,120.5245
2142783,ph,sasmuan,Sasmuan,50,21124.0,14.9438,120.6229
2142797,ph,saug,Saug,I7,11693.0,7.5413,125.7553
2142872,ph,sebu,Sebu,70,21767.0,6.22,124.693611
2142896,ph,seit,Seit,60,14552.0,5.994904,121.212267
2143080,ph,sibulan,Sibulan,46,28079.0,9.3584,123.285
2143247,ph,silay,Silay,F8,84131.0,10.8003,122.9763
2143655,ph,siquijor,Siquijor,69,10259.0,9.2142,123.515
2143697,ph,sitangkai,Sitangkai,72,17200.0,4.662778,119.392778
2143799,ph,solano,Solano,48,36208.0,16.519182,121.181239
2143908,ph,sorsogon,Sorsogon,N2,81419.0,12.9708,124.0053
2144362,ph,surigao,Surigao,F9,88581.0,9.789,125.495
2144411,ph,taal,Taal,09,39761.0,13.879923000000002,120.92311399999998
2144702,ph,tabuk,Tabuk,J7,27048.0,17.4189,121.4443
2144785,ph,tacloban,Tacloban,G1,189087.0,11.243333,125.004722
2144901,ph,tagas,Tagas,D5,15292.0,13.166667000000002,123.716667
2144926,ph,tagaytay,Tagaytay,G2,52883.0,14.095320999999998,120.93355
2144973,ph,tagbilaran,Tagbilaran,G3,86421.0,9.6475,123.855556
2144975,ph,tagbina,Tagbina,62,10673.0,8.451944000000001,126.171389
2145077,ph,tagoloan,Tagoloan,43,30390.0,8.538889,124.756944
2145189,ph,tagum,Tagum,N7,171656.0,7.4475,125.8046
2145275,ph,talacogon,Talacogon,03,15581.0,8.456111,125.784167
2145431,ph,talibon,Talibon,11,11209.0,10.149167,124.325
2145510,ph,talisay,Talisay,N8,133189.0,10.244379,123.8473
2145511,ph,talisay,Talisay,N9,66356.0,10.7375,122.9666
2145534,ph,taloc,Taloc,A3,20409.0,10.5746,122.8954
2145933,ph,tanauan,Tanauan,37,16567.0,11.109444,125.015556
2145950,ph,tanay,Tanay,53,59898.0,14.4968,121.2846
2145963,ph,tandag,Tandag,62,29010.0,9.078333,126.198611
2146128,ph,tangub,Tangub,G4,29721.0,8.0618,123.7477
2146185,ph,tantangan,Tantangan,70,10337.0,6.615,124.748889
2146204,ph,tanza,Tanza,K5,105537.0,14.6753,120.9389
2146371,ph,tarlac,Tarlac,O3,182413.0,15.489449,120.591932
2146558,ph,taytay,Taytay,53,231475.0,14.5678,121.1394
2146566,ph,tayug,Tayug,51,11611.0,16.0274,120.7434
2146608,ph,telabastagan,Telabastagan,A1,25935.0,15.1204,120.6017
2146657,ph,teresa,Teresa,53,34715.0,14.5612,121.2195
2146661,ph,ternate,Ternate,20,20050.0,14.2897,120.7168
2146796,ph,tigaon,Tigaon,16,12509.0,13.6331,123.4968
2147325,ph,titay,Titay,P2,11469.0,7.8125,122.534444
2147336,ph,tiwi,Tiwi,05,16826.0,13.4585,123.6805
2147360,ph,toboso,Toboso,H3,13006.0,10.714348,123.516202
2147448,ph,toledo,Toledo,G5,156915.0,10.3773,123.6386
2147696,ph,trapiche,Trapiche,30,11539.0,10.684167,122.432222
2147704,ph,trento,Trento,03,15916.0,8.045833,126.063611
2147776,ph,tuba,Tuba,A4,24482.0,16.389722,120.560833
2147824,ph,tubigon,Tubigon,11,11262.0,9.9518,123.9622
2147874,ph,tubod,Tubod,34,10975.0,8.0555,123.7904
2148064,ph,tuguegarao,Tuguegarao,O4,116665.0,17.6125,121.7281
2148113,ph,tukuran,Tukuran,P1,13149.0,7.8524,123.5743
2148439,ph,tuyom,Tuyom,H3,11117.0,9.9769,122.5582
2148785,ph,urbiztondo,Urbiztondo,51,12734.0,15.8227,120.3295
2148789,ph,urdaneta,Urdaneta,51,102827.0,15.976110999999998,120.57111100000002
2148886,ph,vallehermoso,Vallehermoso,46,10179.0,10.3349,123.3259
2148927,ph,veruela,Veruela,03,18114.0,8.0731,125.9558
2148946,ph,victorias,Victorias,O8,86507.0,10.901537,123.070504
2148952,ph,victoria,Victoria,33,24455.0,14.2277,121.3292
2148955,ph,victoria,Victoria,41,10088.0,13.177222,121.278056
2148978,ph,vigan,Vigan,29,37521.0,17.574722,120.386944
2149218,ph,vinzons,Vinzons,15,13617.0,14.1737,122.9066
2149329,ph,wao,Wao,35,17845.0,7.683333,124.666667
2149511,ph,zamboanga,Zamboanga,G7,460879.0,6.910255,122.071715
2150584,pk,ahmadpur east,Ahmadpur East,04,116613.0,29.143092,71.259757
2150587,pk,ahmadpur sial,Ahmadpur Sial,04,24888.0,30.675390000000004,71.748284
2150965,pk,akora,Akora,03,23289.0,34.003611,72.126111
2151485,pk,alipur,Alipur,04,33599.0,29.384645000000006,70.91157199999998
2151488,pk,alipur chatha,Alipur Chatha,04,49144.0,32.267345,73.815336
2151954,pk,amangarh,Amangarh,03,25725.0,34.005833,71.93
2152677,pk,arifwala,Arifwala,04,87386.0,30.293988,73.07353499999998
2153157,pk,attock,Attock,04,85504.0,33.892813000000004,72.240741
2153801,pk,badah,Badah,05,38856.0,27.333333000000003,68.016667
2153896,pk,baddomalhi,Baddomalhi,04,18434.0,31.992826,74.668335
2153965,pk,badin,Badin,05,73572.0,24.655994,68.838412
2154075,pk,baffa,Baffa,03,14048.0,34.290686,72.887248
2154567,pk,bahawalnagar,Bahawalnagar,04,126654.0,29.998659000000004,73.25360400000002
2154568,pk,bahawalpur,Bahawalpur,04,552765.0,29.4,71.68333299999998
2156294,pk,bannu,Bannu,03,49028.0,32.985414,70.602701
2157181,pk,basirpur,Basirpur,04,41630.0,30.583185,73.82899599999998
2160004,pk,bat khela,Bat Khela,03,46082.0,34.616667,71.971389
2160379,pk,bela,Bela,02,20121.0,26.2271,66.3111
2160736,pk,bhag,Bhag,02,14556.0,29.0415,67.8239
2160941,pk,bhakkar,Bhakkar,04,81974.0,31.625247,71.06574
2161012,pk,bhalwal,Bhalwal,04,74765.0,32.270079,72.876494
2161065,pk,bhan,Bhan,05,16962.0,26.558311,67.721386
2161386,pk,bhawana,Bhawana,04,16217.0,31.56918,72.648992
2161445,pk,bhera,Bhera,04,31790.0,32.483177000000005,72.909699
2161622,pk,bhit shah,Bhit Shah,05,19326.0,25.804372,68.49265
2161725,pk,bhopalwala,Bhopalwala,04,17340.0,32.428884000000004,74.363301
2163363,pk,burewala,Burewala,04,183969.0,30.161423,72.681512
2165239,pk,chak azam sahu,Chak Azam Sahu,04,38214.0,30.75,73.033333
2165330,pk,chak,Chak,05,14276.0,27.857545,68.832916
2166248,pk,chak jhumra,Chak Jhumra,04,37212.0,31.567809000000004,73.183468
2168944,pk,chakwal,Chakwal,04,101230.0,32.933376,72.858531
2169014,pk,chaman,Chaman,02,88606.0,30.923604,66.451161
2169042,pk,chambar,Chambar,05,12747.0,25.293133,68.812007
2169653,pk,charsadda,Charsadda,03,95358.0,34.143453,71.73173100000002
2169958,pk,chawinda,Chawinda,04,23598.0,32.346920000000004,74.706123
2170583,pk,chichawatni,Chichawatni,04,82787.0,30.533333,72.7
2170763,pk,chiniot,Chiniot,04,201840.0,31.72,72.978889
2170859,pk,chishtian mandi,Chishtian Mandi,04,122235.0,29.8,72.866667
2170897,pk,chitral,Chitral,03,36097.0,35.846227,71.785801
2170956,pk,choa saidan shah,Choa Saidan Shah,04,15343.0,32.720056,72.984861
2171086,pk,chor,Chor,05,16302.0,25.516667,69.766667
2171219,pk,chuhar kana,Chuhar Kana,04,69341.0,31.505,73.58555600000003
2171317,pk,chunian,Chunian,04,57329.0,30.963967,73.980293
2171771,pk,dadu,Dadu,05,139836.0,26.732865000000004,67.776306
2171973,pk,dajal,Dajal,04,17629.0,29.557673,70.37614599999998
2172065,pk,dalbandin,Dalbandin,02,14623.0,28.894702,64.410094
2172897,pk,daro,Daro,05,10870.0,24.794626,68.180523
2173027,pk,darya khan,Darya Khan,04,15047.0,31.791232,71.103941
2173078,pk,daska,Daska,04,126961.0,32.324262,74.34974100000002
2173174,pk,daud khel,Daud Khel,04,26394.0,32.874984000000005,71.570125
2173233,pk,daulatpur,Daulatpur,05,14575.0,26.501541,67.970605
2173267,pk,daultala,Daultala,04,11813.0,33.192529,73.141284
2173288,pk,daur,Daur,05,17578.0,26.458343,68.319153
2173614,pk,dera bugti,Dera Bugti,02,18122.0,29.030690000000003,69.150992
2173641,pk,dera din panah,Dera Din Panah,04,14877.0,30.6766,70.730522
2173661,pk,dera ghazi khan,Dera Ghazi Khan,04,236162.0,30.056142,70.634766
2173705,pk,dera ismail khan,Dera Ismail Khan,03,101658.0,31.832691,70.902398
2174019,pk,dhadar,Dhadar,02,15091.0,29.475268,67.65134599999999
2176085,pk,digri,Digri,05,31844.0,25.15579,69.111294
2176093,pk,dijkot,Dijkot,04,27468.0,31.216667,72.983333
2176212,pk,dina,Dina,05,46305.0,28.230603,68.643012
2176247,pk,dinga,Dinga,04,39796.0,32.639764,73.722015
2176349,pk,dipalpur,Dipalpur,04,74662.0,30.670912,73.65292099999998
2176355,pk,diplo,Diplo,05,11576.0,24.466667,69.584007
2176367,pk,dir,Dir,03,29871.0,35.205833,71.875556
2176722,pk,dokri,Dokri,05,14800.0,27.374269,68.09672900000001
2177304,pk,dullewala,Dullewala,04,48680.0,31.835867,71.436252
2177401,pk,dunga bunga,Dunga Bunga,04,25891.0,29.749307,73.243236
2177440,pk,dunyapur,Dunyapur,04,34043.0,29.799502,71.719581
2177616,pk,eminabad,Eminabad,04,22677.0,32.042188,74.259435
2177655,pk,faisalabad,Faisalabad,04,2507302.0,31.416667,73.083333
2177819,pk,faqirwali,Faqirwali,04,25185.0,29.466307,73.03403399999998
2177900,pk,faruka,Faruka,04,21746.0,31.887224,72.41439799999998
2178013,pk,fatehpur,Fatehpur,04,18125.0,31.179592,71.209457
2178171,pk,fazalpur,Fazalpur,04,28212.0,32.183333000000005,75.06666700000002
2178309,pk,fort abbas,Fort Abbas,04,40624.0,29.1925,72.853611
2178891,pk,gambat,Gambat,05,34007.0,27.351453000000006,68.52051
2179505,pk,garhi khairo,Garhi Khairo,05,13666.0,28.060584,67.980274
2179575,pk,garhi yasin,Garhi Yasin,05,14811.0,27.906895,68.510961
2179581,pk,garh maharaja,Garh Maharaja,04,29151.0,30.833877,71.905293
2180242,pk,gharo,Gharo,05,19525.0,24.742407,67.585651
2180329,pk,ghauspur,Ghauspur,05,29769.0,28.139065,69.083053
2180630,pk,ghotki,Ghotki,05,64319.0,28.00604,69.316077
2181546,pk,gojra,Gojra,04,139767.0,31.148744,72.68655600000002
2189894,pk,gujar khan,Gujar Khan,04,69394.0,33.255786,73.30254599999998
2189941,pk,gujranwala,Gujranwala,04,1384869.0,32.161667,74.188309
2189944,pk,gujrat,Gujrat,04,301595.0,32.572842,74.078969
2190795,pk,gwadar,Gwadar,02,51907.0,25.12163,62.325411
2190961,pk,hafizabad,Hafizabad,04,153701.0,32.067857000000004,73.685449
2192209,pk,hala,Hala,02,47918.0,25.813083,68.422733
2192457,pk,hangu,Hangu,03,36152.0,33.531085,71.05934
2192701,pk,haripur,Haripur,03,56981.0,33.999967,72.934093
2192732,pk,harnai,Harnai,02,11067.0,30.100474,67.937414
2192748,pk,harnoli,Harnoli,04,15669.0,32.279167,71.553889
2192778,pk,harunabad,Harunabad,04,72453.0,29.613333,73.138889
2192822,pk,hasan abdal,Hasan Abdal,04,45678.0,30.433333,72.7
2192951,pk,hasilpur,Hasilpur,04,88056.0,29.712222,72.555278
2193106,pk,havelian,Havelian,03,40497.0,34.053605,73.165711
2193127,pk,haveli,Haveli,04,65308.0,30.450157,73.69887800000002
2193290,pk,hazro,Hazro,04,26308.0,33.909137,72.49211600000002
2193451,pk,hingorja,Hingorja,05,22264.0,27.210882,68.415977
2193732,pk,hunza,Hunza,07,15606.0,36.318987,74.664273
2193877,pk,hyderabad,Hyderabad,05,1386840.0,25.39242,68.37365600000001
2194297,pk,isa khel,Isa Khel,04,17588.0,32.674722,71.281111
2194375,pk,islamabad,Islamabad,08,756105.0,33.69,73.0551
2194386,pk,islamkot,Islamkot,05,12426.0,24.6997,70.17699999999999
2194676,pk,jacobabad,Jacobabad,05,170653.0,28.281004,68.43875899999999
2195113,pk,jalalpur jattan,Jalalpur Jattan,04,93910.0,32.637443,74.21828599999998
2195123,pk,jalalpur pirwala,Jalalpur Pirwala,04,37391.0,29.506872,71.219172
2195510,pk,jampur,Jampur,04,63810.0,29.644138,70.59543599999998
2195667,pk,jand,Jand,04,18169.0,33.429853,72.019285
2196001,pk,jaranwala,Jaranwala,04,119820.0,31.333333000000003,73.43333299999998
2196193,pk,jatoi,Jatoi,04,47158.0,29.510493,70.84676400000002
2196248,pk,jauharabad,Jauharabad,04,46542.0,32.2898,72.281295
2196648,pk,jhang,Jhang,04,341311.0,31.306773,72.32814
2196738,pk,jhawarian,Jhawarian,04,27892.0,32.361389,72.622778
2196750,pk,jhelum,Jhelum,04,164128.0,32.933132,73.72636700000002
2197303,pk,jhol,Jhol,05,16068.0,25.955068,68.888212
2197315,pk,jhudo,Jhudo,05,25909.0,24.957833,69.312161
2197576,pk,jiwani,Jiwani,02,16324.0,25.04992,61.746805
2197689,pk,johi,Johi,05,16311.0,26.692062,67.61330500000001
2198112,pk,kabirwala,Kabirwala,04,60799.0,30.406766,71.8667
2198460,pk,kahna nau,Kahna Nau,04,45885.0,31.369167,74.365278
2198483,pk,kahuta,Kahuta,04,22550.0,33.591303,73.38676
2198725,pk,kalabagh,Kalabagh,04,15975.0,32.964999,71.556973
2198877,pk,kalaswala,Kalaswala,04,12575.0,32.200932,74.649138
2198885,pk,kalat,Kalat,02,26704.0,29.022515,66.591604
2199213,pk,kalur kot,Kalur Kot,04,25573.0,32.156389000000004,71.25944399999999
2199284,pk,kamalia,Kamalia,04,112459.0,30.733333,72.65
2199411,pk,kambar,Kambar,05,77510.0,27.586755,68.001026
2199482,pk,kamir,Kamir,04,24052.0,30.433333,73.05
2199511,pk,kamoke,Kamoke,04,199589.0,31.974444,74.22444399999998
2199522,pk,kamra,Kamra,04,43776.0,33.747336,73.511066
2199728,pk,kandiaro,Kandiaro,05,26808.0,27.060114,68.209088
2199850,pk,kanganpur,Kanganpur,04,21787.0,30.766286,74.12310699999998
2200161,pk,karachi,Karachi,05,11627378.0,24.9056,67.0822
2200186,pk,karak,Karak,02,32587.0,30.328056,66.898611
2200884,pk,kashmor,Kashmor,05,33734.0,28.433333,69.583333
2200968,pk,kasur,Kasur,04,290728.0,31.115556,74.446667
2201830,pk,khairpur,Khairpur,05,124650.0,27.529483000000006,68.761698
2201833,pk,khairpur nathan shah,Khairpur Nathan Shah,05,30287.0,27.093590000000006,67.733662
2201949,pk,khalabat,Khalabat,03,39164.0,34.06,72.889444
2202296,pk,khanewal,Khanewal,04,154407.0,30.3,71.93333299999998
2202305,pk,khangah dogran,Khangah Dogran,04,30312.0,31.831667,73.623056
2202328,pk,khangarh,Khangarh,04,19697.0,29.917305,71.16184
2202500,pk,khanpur,Khanpur,04,142468.0,28.645338,70.656702
2202501,pk,khanpur,Khanpur,05,22274.0,27.843579,69.413732
2202678,pk,kharan,Kharan,02,30845.0,28.583333000000003,65.416667
2202741,pk,kharian,Kharian,04,81459.0,32.780556,74.275
2203223,pk,khewra,Khewra,04,32619.0,32.647931,73.010582
2203329,pk,khipro,Khipro,05,28731.0,25.828471,69.37719399999999
2204011,pk,khurianwala,Khurianwala,04,35290.0,31.500556,73.266667
2204064,pk,khushab,Khushab,04,102823.0,32.296667,72.3525
2204149,pk,khuzdar,Khuzdar,02,141286.0,27.738385,66.643365
2205140,pk,kohat,Kohat,03,151488.0,33.581958,71.449291
2205168,pk,kohlu,Kohlu,02,11090.0,29.896151,69.251988
2205457,pk,kot addu,Kot Addu,04,104247.0,30.469197,70.967141
2205686,pk,kot diji,Kot Diji,05,25617.0,27.342724,68.708343
2206521,pk,kotli loharan,Kotli Loharan,04,21462.0,32.588303,74.493208
2206814,pk,kot radha kishan,Kot Radha Kishan,04,45951.0,31.1725,74.099722
2206848,pk,kotri,Kotri,05,72700.0,25.366004,68.312155
2206882,pk,kot samaba,Kot Samaba,04,22952.0,28.552205,70.468374
2207213,pk,kulachi,Kulachi,03,22378.0,31.928611,70.45916700000002
2207455,pk,kundian,Kundian,04,35417.0,32.458721999999995,71.47754
2207529,pk,kunjah,Kunjah,04,28102.0,32.528482000000004,73.97368
2207556,pk,kunri,Kunri,05,26774.0,25.178471,69.569132
2208028,pk,lachi,Lachi,03,18538.0,33.383253,71.338576
2208230,pk,lahore,Lahore,04,6312576.0,31.549722,74.343611
2208401,pk,lakhi,Lakhi,05,13600.0,27.849583000000006,68.69935600000001
2208499,pk,lakki marwat,Lakki Marwat,03,36394.0,32.607953,70.911416
2208639,pk,lalian,Lalian,04,31364.0,31.824140000000003,72.799713
2209208,pk,larkana,Larkana,05,364168.0,27.555082,68.214137
2209527,pk,liaqatabad,Liaqatabad,04,26374.0,32.286441,71.35797600000002
2209587,pk,liliani,Liliani,04,12211.0,32.206513,72.953724
2209668,pk,lodhran,Lodhran,04,97276.0,29.256944,71.55
2209875,pk,loralai,Loralai,02,37791.0,30.370531,68.597981
2210294,pk,mach,Mach,02,16932.0,29.86371,67.329785
2210428,pk,madeji,Madeji,05,14803.0,27.754434000000003,68.452556
2211142,pk,mailsi,Mailsi,04,64564.0,29.800278,72.175833
2211565,pk,malakwal,Malakwal,04,34599.0,32.55362,73.212339
2212218,pk,mamu kanjan,Mamu Kanjan,04,31912.0,30.833333000000003,72.8
2212415,pk,mandi bahauddin,Mandi Bahauddin,04,129770.0,32.583387,73.48431500000002
2212635,pk,mangla,Mangla,04,16263.0,31.893056,72.38166700000002
2212859,pk,mankera,Mankera,04,10818.0,31.386555,71.440668
2212954,pk,mansehra,Mansehra,03,66513.0,34.333333,73.2
2213187,pk,mardan,Mardan,03,300545.0,34.201946,72.052539
2213698,pk,mastung,Mastung,02,29086.0,29.799358,66.84505300000001
2213793,pk,matiari,Matiari,05,18930.0,25.596092,68.446665
2213820,pk,matli,Matli,05,50401.0,25.043115,68.655677
2214186,pk,mehar,Mehar,05,30430.0,27.180668,67.82288299999999
2214249,pk,mehrabpur,Mehrabpur,02,35264.0,28.108495,68.025399
2214595,pk,mian channun,Mian Channun,04,76248.0,30.440042,72.354314
2214851,pk,mianwali,Mianwali,04,89596.0,32.574095,71.526386
2214960,pk,minchinabad,Minchinabad,04,29251.0,30.163001,73.56854200000002
2214968,pk,mingaora,Mingaora,03,227423.0,34.77584,72.36249000000002
2215433,pk,miro khan,Miro Khan,05,10590.0,27.759913,68.092124
2215452,pk,mirpur khas,Mirpur Khas,05,215739.0,25.5251,69.0159
2215455,pk,mirpur mathelo,Mirpur Mathelo,05,49313.0,28.022713,69.548858
2215516,pk,mirwah,Mirwah,05,12140.0,25.309281,69.05211
2215744,pk,mitha tiwana,Mitha Tiwana,04,26430.0,32.248611,72.110833
2215757,pk,mithi,Mithi,05,23432.0,24.731826,69.798113
2216497,pk,moro,Moro,05,76794.0,26.664586,68.00156
2217705,pk,multan,Multan,04,1437644.0,30.195556,71.475278
2218040,pk,muridke,Muridke,04,164292.0,31.760027,73.835687
2218082,pk,murree,Murree,04,25245.0,33.907268,73.392946
2218283,pk,mustafabad,Mustafabad,04,45809.0,30.776217,73.698165
2218330,pk,muzaffarabad,Muzaffarabad,06,19748.0,34.370020000000004,73.47081999999997
2218333,pk,muzaffargarh,Muzaffargarh,04,165240.0,30.07537,71.19212900000002
2219133,pk,nankana sahib,Nankana Sahib,04,56383.0,31.4475,73.697222
2219256,pk,narang,Narang,04,34776.0,31.913197,74.517556
2219427,pk,narowal,Narowal,04,68311.0,32.1,74.883333
2219519,pk,nasirabad,Nasirabad,05,27810.0,27.380909000000006,67.916775
2219740,pk,naudero,Naudero,05,33457.0,27.66477,68.362174
2219763,pk,naukot,Naukot,05,22082.0,24.858689,69.402381
2219843,pk,naushahro firoz,Naushahro Firoz,05,17632.0,26.842382,68.122984
2219927,pk,nawabshah,Nawabshah,05,229590.0,26.248334000000003,68.409554
2220956,pk,nowshera,Nowshera,03,96806.0,34.005823,71.997727
2221280,pk,nushki,Nushki,02,27683.0,29.554232,66.021479
2221398,pk,okara,Okara,04,223714.0,30.808056,73.445833
2221474,pk,ormara,Ormara,02,13027.0,25.2088,64.6357
2221524,pk,pabbi,Pabbi,03,37310.0,34.010556,71.798889
2221662,pk,paharpur,Paharpur,03,17295.0,32.103844,70.97235
2221941,pk,pakpattan,Pakpattan,04,126743.0,30.341044,73.38664200000002
2222419,pk,pano aqil,Pano Aqil,05,72885.0,27.856848,69.111564
2222804,pk,pasni,Pasni,02,33114.0,25.263113,63.471033
2222809,pk,pasrur,Pasrur,04,53379.0,32.264133,74.663425
2223050,pk,pattoki,Pattoki,04,70457.0,31.016667,73.85
2223191,pk,peshawar,Peshawar,03,1219248.0,34.008,71.57848800000002
2223273,pk,phalia,Phalia,04,24788.0,32.429733,73.577454
2223716,pk,pind dadan khan,Pind Dadan Khan,04,22000.0,32.587887,73.045638
2223748,pk,pindi bhattian,Pindi Bhattian,04,35086.0,31.89781,73.27301899999998
2223765,pk,pindi gheb,Pindi Gheb,04,34311.0,33.240235,72.266094
2224489,pk,pishin,Pishin,02,24242.0,30.580278000000003,66.996111
2225154,pk,qadirpur ran,Qadirpur Ran,04,20406.0,30.292385,71.67116700000003
2225686,pk,quetta,Quetta,02,733970.0,30.199004,67.00970799999999
2225791,pk,rabwah,Rabwah,04,50207.0,31.755833000000006,72.919722
2225811,pk,radhan,Radhan,05,16787.0,27.183333,67.95
2226174,pk,raiwind,Raiwind,04,31590.0,31.254444,74.21777800000002
2226210,pk,raja jang,Raja Jang,04,24406.0,31.220833,74.251944
2226232,pk,rajanpur,Rajanpur,04,50679.0,29.103513,70.325038
2226868,pk,ranipur,Ranipur,05,22496.0,27.28792,68.505046
2227110,pk,rasulnagar,Rasulnagar,04,14392.0,32.328532,73.781357
2227180,pk,ratodero,Ratodero,05,47822.0,27.802955,68.28707800000001
2227319,pk,rawalpindi,Rawalpindi,04,1743599.0,33.6007,73.0679
2227521,pk,renala khurd,Renala Khurd,04,37109.0,30.883333,73.6
2227696,pk,risalpur,Risalpur,03,37099.0,34.061865000000004,71.99165500000002
2227812,pk,rohri,Rohri,05,50668.0,27.692233,68.895062
2227823,pk,rojhan,Rojhan,04,13030.0,28.686768,69.95342600000001
2228403,pk,sadiqabad,Sadiqabad,04,189931.0,28.30623,70.130646
2228749,pk,sahiwal,Sahiwal,04,235765.0,30.666667,73.1
2229357,pk,sakrand,Sakrand,05,31631.0,26.138393,68.273609
2229771,pk,sambrial,Sambrial,04,62892.0,32.474553,74.35209
2230107,pk,sanghar,Sanghar,05,62057.0,26.046558,68.9481
2230245,pk,sanjwal,Sanjwal,04,10657.0,33.760833,72.433611
2230402,pk,sarai alamgir,Sarai Alamgir,04,44133.0,32.901221,73.755907
2230422,pk,sarai naurang,Sarai Naurang,03,19695.0,32.825906,70.781358
2230435,pk,sarai sidhu,Sarai Sidhu,04,15631.0,30.594889,71.969766
2230712,pk,sargodha,Sargodha,04,542761.0,32.083611,72.671111
2230728,pk,sarhari,Sarhari,05,11434.0,26.095895,68.478148
2231387,pk,sehwan,Sehwan,05,41152.0,26.427943,67.863004
2231535,pk,setharja,Setharja,05,32653.0,27.200684000000006,68.478572
2231601,pk,shabqadar,Shabqadar,03,66568.0,34.213903,71.555226
2231936,pk,shahdadkot,Shahdadkot,05,75439.0,27.847709,67.905497
2231937,pk,shahdadpur,Shahdadpur,05,67275.0,25.924059,68.619991
