	Unnamed: 0	station_id	station_name	latitude	longitude	WMO_id	isRadio
1829	1829	61291	BAMAKO/SENOU             	12.533333333333333	-7.95	61291	
1830	1830	61296	BOUGOUNI                 	11.416666666666664	-7.5	61296	
1831	1831	61226	GAO                      	16.266666666666666	-0.05	61226	
1832	1832	61240	HOMBORI                  	15.333333333333336	-1.6833333333333331	61240	
1833	1833	61257	KAYES                    	14.433333333333335	-11.433333333333335	61257	
1834	1834	61285	KENIEBA                  	12.85	-11.733333333333333	61285	
1835	1835	61214	KIDAL                    	18.433333333333334	1.35	61214	
1836	1836	61270	KITA                     	13.066666666666665	-9.466666666666667	61270	
1837	1837	61293	KOUTIALA                 	12.383333333333333	-5.466666666666668	61293	
1838	1838	61250	MENAKA                   	15.866666666666667	2.216666666666667	61250	
1839	1839	61265	MOPTI                    	14.516666666666667	-4.1	61265	
1840	1840	61233	NARA                     	15.166666666666664	-7.283333333333332	61233	
1841	1841	61230	NIORO DU SAHEL           	15.233333333333333	-9.35	61230	
1842	1842	61277	SAN                      	13.333333333333336	-4.833333333333333	61277	
