	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
75	0-20000-0-76679	0	76	woudc	3	AEROP. INTERNACIONAL MEXICO, D.F.			0	-99.19666666666669	19.40361111111111		2006-03-07	2006-09-20	1	0	63	NMS	156	Mexico									['126', '137', '106', '107', '117']							L.Haimberger	0	8.3		12.3	2278.0	woudc_19.33_-99.18.csv	OSCAR
76	0-20500-0-14841	0	77	woudc	3	PELLSTON EMMET CNTY			0	-84.78	45.57		2004-07-01	2004-08-08	1	0	63	NMS	231	Sault Sainte Marie									['126', '137', '106', '107', '117']							L.Haimberger	0	7.9		107.9	216.1032	woudc_45.56_-84.68.csv	WBAN
77	0-20001-0-04417	0	78	woudc	3	GEOSUMMIT			0	-38.45861111111111	72.58027777777778		2008-04-01	2008-07-12	1	0	63	NMS	83										['126', '137', '106', '107', '117']							L.Haimberger	0	2.6			3199.0	woudc_72.6_-38.5.csv	OSCAR
78	0-20000-0-72244	0	79	woudc	3	HOUSTON, TX WILLIAM P HOBBY ARPT			0	-95.27888888888889	29.645		2004-07-08	2006-08-31	1	0	63	NMS	231	West University Place									['126', '137', '106', '107', '117']							L.Haimberger	0	14.4		3.3	15.0	woudc_29.72_-95.4.csv	OSCAR
79	0-20000-0-89571	0	80	woudc	3	DAVIS			0	77.96722222222222	-68.57444444444444		2003-02-20	2019-01-15	1	0	63	NMS	214										['126', '137', '106', '107', '117']							L.Haimberger	0	0.6			23.2	woudc_-68.58_77.97.csv	OSCAR
80	0-20600-0-43551	0	81	woudc	3	(made up station ID) Kaashidhoo SHADOZ ozonesonde site, Maldives			0	73.47	4.97		1999-01-27	1999-03-28	1	0	63	NMS	154	Male									['126', '137', '106', '107', '117']							L.Haimberger	0	0.0		88.9	-999.0	woudc_4.97_73.47.csv	SCHROEDER
81	0-20300-0-94775	0	82	woudc	3	POINT JUDITH			0	-71.4833	41.3667		2006-03-08	2008-07-09	1	0	63	NMS	231	Narragansett									['126', '137', '106', '107', '117']							L.Haimberger	0	4.0		5.1	9.1	woudc_41.4_-71.5.csv	IGRA2
82	0-20000-0-47827	0	83	woudc	3	KAGOSHIMA			0	130.54805555555555	31.555		1969-01-30	2005-03-30	1	0	63	NMS	113	Hayato									['126', '137', '106', '107', '117']							L.Haimberger	0	7.0		18.1	31.67	woudc_31.6_130.6.csv	OSCAR
83	0-20000-0-87938	0	84	woudc	3	USHUAIA AERO			0	-68.30333333333333	-54.84		2008-04-14	2019-11-25	1	0	63	NMS	10	Ushuaia									['126', '137', '106', '107', '117']							L.Haimberger	0	1.2		5.6	57.0	woudc_-54.85_-68.31.csv	OSCAR
84	0-20000-0-84008	0	85	woudc	3	SAN CRISTOBAL (GALAPAGOS)			0	-89.6	-0.9		1998-03-25	2013-12-26	1	0	63	NMS	62										['126', '137', '106', '107', '117']							L.Haimberger	0	3.1			18.0	woudc_-0.92_-89.62.csv	OSCAR
